claim_id,treaty_id,loss_date,reported_date,paid_date,claim_amount,reserve_amount,recovery_amount,cause_of_loss,catastrophe_code,latitude,longitude,status,adjuster,claim_type,development_year,ultimate_loss
CLM3403653,TR480133,2024-03-15,2024-03-20,2024-06-15,3992230.235255827,4790676.282306992,0.0,Collision,Not Applicable,45.72219173112023,-79.62573820977119,Open,Internal,Property,1,3992230.235255827
CLM9047809,TR456808,2024-03-15,2024-03-20,2024-06-15,1779665.7445003814,2135598.8934004577,0.0,Collision,Not Applicable,31.270914484073895,-74.96610930796746,Closed,External,Property,1,1779665.7445003814
CLM4907445,TR456808,2024-03-15,2024-03-20,2024-06-15,2061170.0364712318,2473404.0437654783,0.0,Earthquake,Not Applicable,40.25449261259097,-107.07258810395867,Open,External,Auto Physical Damage,1,2061170.0364712318
CLM6668328,TR456808,2024-03-15,2024-03-20,2024-06-15,41059.42386954924,49271.30864345909,0.0,Earthquake,Not Applicable,44.84588755373188,-103.15052733585522,Open,Internal,Liability,1,41059.42386954924
CLM3241028,TR456808,2024-03-15,2024-03-20,2024-06-15,704271.8358966856,845126.2030760227,0.0,Wind,Not Applicable,36.736893656036166,-123.88456786942068,Open,External,Liability,1,704271.8358966856
CLM1768326,TR456808,2024-03-15,2024-03-20,2024-06-15,3672882.712152402,4407459.254582882,0.0,Earthquake,Not Applicable,46.41523330427718,-100.13801120035926,Pending,External,Auto Physical Damage,1,3672882.712152402
CLM1835290,TR456808,2024-03-15,2024-03-20,2024-06-15,1719155.768779764,2062986.9225357166,0.0,Fire,Not Applicable,31.113815398925517,-75.5364368594075,Open,Internal,Auto Physical Damage,1,1719155.768779764
CLM6688324,TR456808,2024-03-15,2024-03-20,2024-06-15,4987885.790550087,5985462.948660104,0.0,Theft,Not Applicable,25.964410889938947,-122.37914508597089,Closed,Internal,Auto Physical Damage,1,4987885.790550087
CLM1507556,TR681717,2024-03-15,2024-03-20,2024-06-15,1327567.3581971412,1593080.8298365695,0.0,Fire,Not Applicable,39.26131004611321,-123.54543063027634,Closed,TPA,Liability,1,1327567.3581971412
CLM3420401,TR681717,2024-03-15,2024-03-20,2024-06-15,1608340.040057233,1930008.0480686796,0.0,Collision,Not Applicable,35.13715116134149,-107.13684262954975,Closed,Internal,Property,1,1608340.040057233
CLM8958570,TR681717,2024-03-15,2024-03-20,2024-06-15,3920437.375399911,4704524.850479892,0.0,Theft,Not Applicable,25.473143096152295,-89.55935709349683,Closed,External,Liability,1,3920437.375399911
CLM7242868,TR681717,2024-03-15,2024-03-20,2024-06-15,2281767.3838288635,2738120.8605946363,0.0,Fire,Not Applicable,25.842578009792106,-110.53528010431438,Pending,External,Property,1,2281767.3838288635
CLM1675419,TR681717,2024-03-15,2024-03-20,2024-06-15,336611.31670301734,403933.5800436208,0.0,Fire,Not Applicable,48.02655975018102,-110.00757164951214,Closed,Internal,Auto Physical Damage,1,336611.31670301734
CLM1861879,TR574746,2024-03-15,2024-03-20,2024-06-15,4467076.994635472,5360492.3935625665,0.0,Liability,Not Applicable,31.278577562640923,-77.61255922332136,Pending,TPA,Auto Physical Damage,1,4467076.994635472
CLM3226842,TR574746,2024-03-15,2024-03-20,2024-06-15,1250818.6738576926,1500982.4086292312,0.0,Wind,Not Applicable,25.261873384099548,-85.6825320544194,Closed,External,Property,1,1250818.6738576926
CLM8466732,TR574746,2024-03-15,2024-03-20,2024-06-15,644314.9589017129,773177.9506820554,0.0,Collision,Not Applicable,42.09623494725683,-85.21613407612745,Pending,External,Auto Physical Damage,1,644314.9589017129
CLM9072030,TR574746,2024-03-15,2024-03-20,2024-06-15,4079644.8455103245,4895573.81461239,0.0,Fire,Not Applicable,47.66039024257047,-117.61370221251785,Pending,TPA,Liability,1,4079644.8455103245
CLM8852401,TR574746,2024-03-15,2024-03-20,2024-06-15,2521282.2525776834,3025538.70309322,0.0,Flood,Not Applicable,28.771676635590538,-91.9042512297631,Open,Internal,Liability,1,2521282.2525776834
CLM2909688,TR574746,2024-03-15,2024-03-20,2024-06-15,3339070.14457196,4006884.173486352,0.0,Theft,Not Applicable,47.40221013179203,-95.4824307260171,Closed,Internal,Property,1,3339070.14457196
CLM9910356,TR574746,2024-03-15,2024-03-20,2024-06-15,3105475.8996170466,3726571.0795404557,0.0,Fire,Not Applicable,32.15331179297071,-80.08421278801481,Closed,External,Liability,1,3105475.8996170466
CLM4991215,TR574746,2024-03-15,2024-03-20,2024-06-15,3048903.7966774185,3658684.556012902,0.0,Collision,Not Applicable,34.52321990453335,-93.5134097921094,Closed,TPA,Auto Physical Damage,1,3048903.7966774185
CLM4675949,TR574746,2024-03-15,2024-03-20,2024-06-15,1239540.1031589508,1487448.123790741,0.0,Theft,Not Applicable,38.92219542823562,-122.30960741213427,Open,TPA,Liability,1,1239540.1031589508
CLM8783513,TR234422,2024-03-15,2024-03-20,2024-06-15,1453077.2495482117,1743692.699457854,0.0,Fire,Not Applicable,28.539128882539757,-115.8825877110386,Pending,TPA,Property,1,1453077.2495482117
CLM8028035,TR234422,2024-03-15,2024-03-20,2024-06-15,4609790.150085488,5531748.180102586,0.0,Liability,Not Applicable,34.207269274917635,-78.29750539499635,Open,TPA,Property,1,4609790.150085488
CLM5657328,TR234422,2024-03-15,2024-03-20,2024-06-15,2447370.0759666157,2936844.091159939,0.0,Wind,Not Applicable,26.52480065726404,-79.01597082114341,Pending,External,Property,1,2447370.0759666157
CLM1145284,TR234422,2024-03-15,2024-03-20,2024-06-15,2163612.913206461,2596335.495847753,0.0,Liability,Not Applicable,42.2476285872714,-100.3867083294116,Open,External,Liability,1,2163612.913206461
CLM5570910,TR234422,2024-03-15,2024-03-20,2024-06-15,2855221.837817711,3426266.205381253,0.0,Collision,Not Applicable,31.732608695010892,-69.56800506229814,Pending,TPA,Auto Physical Damage,1,2855221.837817711
CLM5196093,TR234422,2024-03-15,2024-03-20,2024-06-15,2113298.9628151897,2535958.7553782277,0.0,Liability,Not Applicable,46.13103276387258,-80.14752577097991,Open,TPA,Liability,1,2113298.9628151897
CLM7243153,TR234422,2024-03-15,2024-03-20,2024-06-15,4696714.2867801655,5636057.144136199,0.0,Collision,Not Applicable,36.232369047270595,-80.29121489023112,Closed,External,Liability,1,4696714.2867801655
CLM9563819,TR234422,2024-03-15,2024-03-20,2024-06-15,397090.9861536713,476509.1833844055,0.0,Theft,Not Applicable,38.12703637808661,-81.3096624163924,Pending,Internal,Auto Physical Damage,1,397090.9861536713
CLM9482582,TR779364,2024-03-15,2024-03-20,2024-06-15,4945776.973620366,5934932.368344439,0.0,Liability,Not Applicable,33.476768043604764,-104.92499868470159,Open,External,Liability,1,4945776.973620366
CLM4943488,TR779364,2024-03-15,2024-03-20,2024-06-15,4682151.803116663,5618582.163739996,0.0,Theft,Not Applicable,35.13353788046693,-105.24635792242009,Open,Internal,Liability,1,4682151.803116663
CLM1462059,TR779364,2024-03-15,2024-03-20,2024-06-15,4324565.322299467,5189478.38675936,0.0,Theft,Not Applicable,36.22888032402753,-81.93884903604345,Closed,Internal,Liability,1,4324565.322299467
CLM5764718,TR779364,2024-03-15,2024-03-20,2024-06-15,820123.248706129,984147.8984473548,0.0,Fire,Not Applicable,36.90729141142066,-102.89596387592893,Open,External,Auto Physical Damage,1,820123.248706129
CLM4913479,TR779364,2024-03-15,2024-03-20,2024-06-15,2443446.610723528,2932135.9328682334,0.0,Flood,Not Applicable,37.37170639835264,-86.61124430667968,Open,Internal,Auto Physical Damage,1,2443446.610723528
CLM3964331,TR779364,2024-03-15,2024-03-20,2024-06-15,4896848.30334384,5876217.964012608,0.0,Wind,Not Applicable,43.90448262962465,-77.64193126252269,Open,Internal,Property,1,4896848.30334384
CLM1900245,TR353258,2024-03-15,2024-03-20,2024-06-15,176228.1579762521,211473.78957150254,0.0,Liability,Not Applicable,41.632372611225954,-114.22295511472625,Open,External,Property,1,176228.1579762521
CLM8330567,TR353258,2024-03-15,2024-03-20,2024-06-15,2591586.1275802976,3109903.353096357,0.0,Flood,Not Applicable,48.90418941490341,-67.00446437194057,Closed,TPA,Liability,1,2591586.1275802976
CLM9144233,TR353258,2024-03-15,2024-03-20,2024-06-15,1253590.7888770842,1504308.946652501,0.0,Liability,Not Applicable,48.126293006599994,-70.82812423568802,Closed,Internal,Auto Physical Damage,1,1253590.7888770842
CLM7760580,TR353258,2024-03-15,2024-03-20,2024-06-15,3293895.855672118,3952675.0268065413,0.0,Collision,Not Applicable,39.9042511202655,-66.55686181968514,Open,External,Auto Physical Damage,1,3293895.855672118
CLM7963543,TR353258,2024-03-15,2024-03-20,2024-06-15,89430.06772065866,107316.08126479038,0.0,Theft,Not Applicable,32.91164960090721,-112.1976480850601,Open,TPA,Liability,1,89430.06772065866
CLM2438981,TR353258,2024-03-15,2024-03-20,2024-06-15,1276983.0280919548,1532379.6337103457,0.0,Collision,Not Applicable,26.672171270622975,-77.33133466278255,Closed,External,Property,1,1276983.0280919548
CLM6272240,TR668435,2024-03-15,2024-03-20,2024-06-15,4749315.585437001,5699178.7025244,0.0,Theft,Not Applicable,27.763192548687872,-84.06609322742598,Pending,External,Auto Physical Damage,1,4749315.585437001
CLM1251739,TR668435,2024-03-15,2024-03-20,2024-06-15,2625093.5806845697,3150112.2968214834,0.0,Theft,Not Applicable,29.830156051879616,-78.78596694624828,Open,External,Auto Physical Damage,1,2625093.5806845697
CLM1452958,TR668435,2024-03-15,2024-03-20,2024-06-15,2358808.5941668367,2830570.313000204,0.0,Fire,Not Applicable,32.39775309021985,-86.65953767748826,Pending,Internal,Auto Physical Damage,1,2358808.5941668367
CLM2639285,TR668435,2024-03-15,2024-03-20,2024-06-15,1109519.2435321254,1331423.0922385503,0.0,Fire,Not Applicable,31.323481325657166,-77.90387720753742,Pending,TPA,Liability,1,1109519.2435321254
CLM4071075,TR668435,2024-03-15,2024-03-20,2024-06-15,3216350.1272002435,3859620.152640292,0.0,Fire,Not Applicable,39.509635901115985,-100.09818358329821,Pending,External,Property,1,3216350.1272002435
CLM8518323,TR668435,2024-03-15,2024-03-20,2024-06-15,3733903.013448351,4480683.616138021,0.0,Theft,Not Applicable,46.83858778842452,-99.94833975191239,Pending,Internal,Auto Physical Damage,1,3733903.013448351
CLM9114517,TR668435,2024-03-15,2024-03-20,2024-06-15,409379.91461359215,491255.89753631054,0.0,Collision,Not Applicable,38.075157760621714,-81.3629263775646,Closed,External,Liability,1,409379.91461359215
CLM7313530,TR668435,2024-03-15,2024-03-20,2024-06-15,4945898.693265487,5935078.431918585,0.0,Fire,Not Applicable,34.91134454365984,-102.54803653510317,Closed,TPA,Property,1,4945898.693265487
CLM5335246,TR668435,2024-03-15,2024-03-20,2024-06-15,721424.3225027329,865709.1870032795,0.0,Theft,Not Applicable,39.736810712812286,-124.03578606712011,Open,TPA,Property,1,721424.3225027329
CLM1062702,TR393209,2024-03-15,2024-03-20,2024-06-15,3783634.695196944,4540361.634236332,0.0,Theft,Not Applicable,36.37940968328953,-87.51996051159153,Open,TPA,Liability,1,3783634.695196944
CLM9262089,TR393209,2024-03-15,2024-03-20,2024-06-15,3583316.040706455,4299979.248847745,0.0,Theft,Not Applicable,34.51383653823171,-99.39670633528404,Closed,External,Property,1,3583316.040706455
CLM5247489,TR393209,2024-03-15,2024-03-20,2024-06-15,1067405.3071861486,1280886.3686233782,0.0,Flood,Not Applicable,35.78581210299508,-98.97184868457146,Pending,Internal,Property,1,1067405.3071861486
CLM9499182,TR393209,2024-03-15,2024-03-20,2024-06-15,1679198.044522592,2015037.6534271105,0.0,Collision,Not Applicable,34.56440910011298,-97.3491742150891,Closed,TPA,Liability,1,1679198.044522592
CLM7459069,TR393209,2024-03-15,2024-03-20,2024-06-15,3902998.756600511,4683598.507920613,0.0,Flood,Not Applicable,41.34458908726442,-92.92997441193077,Open,Internal,Property,1,3902998.756600511
CLM6840517,TR393209,2024-03-15,2024-03-20,2024-06-15,906833.6276533249,1088200.3531839899,0.0,Fire,Not Applicable,35.71216164959628,-106.73702650146248,Open,TPA,Auto Physical Damage,1,906833.6276533249
CLM7924236,TR393209,2024-03-15,2024-03-20,2024-06-15,3029335.353382504,3635202.424059005,0.0,Collision,Not Applicable,47.54501263594064,-80.03745222537884,Closed,External,Property,1,3029335.353382504
CLM3632631,TR393209,2024-03-15,2024-03-20,2024-06-15,3057314.7649957403,3668777.7179948883,0.0,Liability,Not Applicable,32.62339881838588,-102.56323668381899,Pending,External,Liability,1,3057314.7649957403
CLM6917251,TR181680,2024-03-15,2024-03-20,2024-06-15,1138820.8537800869,1366585.0245361042,0.0,Fire,Not Applicable,40.8623139234086,-103.2591281164668,Open,External,Property,1,1138820.8537800869
CLM5799552,TR181680,2024-03-15,2024-03-20,2024-06-15,1050187.9270844695,1260225.5125013634,0.0,Flood,Not Applicable,38.25021801124222,-98.16554065126742,Closed,TPA,Property,1,1050187.9270844695
CLM9900063,TR181680,2024-03-15,2024-03-20,2024-06-15,3857227.491575505,4628672.989890606,0.0,Liability,Not Applicable,43.47812616103411,-66.06424356117108,Open,TPA,Property,1,3857227.491575505
CLM4022958,TR181680,2024-03-15,2024-03-20,2024-06-15,2421937.6880033147,2906325.2256039777,0.0,Collision,Not Applicable,46.23200718745153,-66.64693356601369,Pending,TPA,Property,1,2421937.6880033147
CLM7984478,TR181680,2024-03-15,2024-03-20,2024-06-15,4918707.380685314,5902448.856822376,0.0,Liability,Not Applicable,26.18810814947488,-90.18716444081366,Pending,Internal,Auto Physical Damage,1,4918707.380685314
CLM3871939,TR181680,2024-03-15,2024-03-20,2024-06-15,554670.5066590321,665604.6079908385,0.0,Fire,Not Applicable,27.147714807361574,-112.39908720606826,Open,TPA,Liability,1,554670.5066590321
CLM8606461,TR336103,2024-03-15,2024-03-20,2024-06-15,1504774.1563325801,1805728.987599096,0.0,Wind,Not Applicable,32.18419815539636,-110.11116840211824,Open,TPA,Auto Physical Damage,1,1504774.1563325801
CLM4944521,TR336103,2024-03-15,2024-03-20,2024-06-15,591053.2558562637,709263.9070275164,0.0,Theft,Not Applicable,39.9632332943747,-82.66090371348827,Pending,TPA,Auto Physical Damage,1,591053.2558562637
CLM5541775,TR336103,2024-03-15,2024-03-20,2024-06-15,3102517.29748282,3723020.756979384,0.0,Wind,Not Applicable,40.44044641065598,-70.10931569111489,Pending,Internal,Auto Physical Damage,1,3102517.29748282
CLM4448606,TR336103,2024-03-15,2024-03-20,2024-06-15,3681769.10719779,4418122.928637348,0.0,Wind,Not Applicable,36.20632374400185,-91.2873207026011,Closed,Internal,Liability,1,3681769.10719779
CLM4541802,TR336103,2024-03-15,2024-03-20,2024-06-15,675918.9888704612,811102.7866445534,0.0,Flood,Not Applicable,48.71626052373419,-89.28851311297893,Pending,External,Property,1,675918.9888704612
CLM5620134,TR336103,2024-03-15,2024-03-20,2024-06-15,737924.5747074828,885509.4896489794,0.0,Wind,Not Applicable,46.744401663736184,-91.82639591767925,Open,External,Property,1,737924.5747074828
CLM2635149,TR336103,2024-03-15,2024-03-20,2024-06-15,894667.1271826234,1073600.552619148,0.0,Wind,Not Applicable,35.118204819434,-121.67692118357442,Open,Internal,Liability,1,894667.1271826234
CLM3363648,TR336103,2024-03-15,2024-03-20,2024-06-15,2287111.6533543854,2744533.9840252623,0.0,Liability,Not Applicable,38.30865185788486,-97.66355331200566,Open,External,Property,1,2287111.6533543854
CLM1613320,TR336103,2024-03-15,2024-03-20,2024-06-15,1527063.2477888751,1832475.89734665,0.0,Earthquake,Not Applicable,48.35650553279629,-77.06383746060243,Pending,Internal,Property,1,1527063.2477888751
CLM2929212,TR336103,2024-03-15,2024-03-20,2024-06-15,2565775.0008406644,3078930.001008797,0.0,Liability,Not Applicable,45.30016131626154,-116.01254996593269,Open,Internal,Liability,1,2565775.0008406644
CLM4456222,TR534107,2024-03-15,2024-03-20,2024-06-15,3527609.939264387,4233131.927117264,0.0,Fire,Not Applicable,47.806132808939196,-93.60636556647573,Pending,Internal,Auto Physical Damage,1,3527609.939264387
CLM6751051,TR534107,2024-03-15,2024-03-20,2024-06-15,4488285.020239431,5385942.024287318,0.0,Collision,Not Applicable,26.061274713866787,-75.86933126011968,Pending,TPA,Auto Physical Damage,1,4488285.020239431
CLM9744894,TR534107,2024-03-15,2024-03-20,2024-06-15,2197708.099893496,2637249.719872195,0.0,Flood,Not Applicable,31.54710736520918,-93.26341436811123,Open,TPA,Property,1,2197708.099893496
CLM5411494,TR534107,2024-03-15,2024-03-20,2024-06-15,4271176.343351417,5125411.6120217005,0.0,Collision,Not Applicable,41.00249945496874,-106.04726399073282,Closed,External,Auto Physical Damage,1,4271176.343351417
CLM5096271,TR534107,2024-03-15,2024-03-20,2024-06-15,2210919.9997069174,2653103.999648301,0.0,Wind,Not Applicable,39.60652624359538,-69.12487113568125,Open,TPA,Auto Physical Damage,1,2210919.9997069174
CLM9913789,TR534107,2024-03-15,2024-03-20,2024-06-15,4169939.9227201086,5003927.90726413,0.0,Flood,Not Applicable,34.9857516322258,-83.0182035355092,Closed,Internal,Liability,1,4169939.9227201086
CLM6401246,TR534107,2024-03-15,2024-03-20,2024-06-15,1306002.6247088397,1567203.1496506075,0.0,Liability,Not Applicable,39.96596654366256,-117.2656732472563,Closed,TPA,Property,1,1306002.6247088397
CLM9683832,TR534107,2024-03-15,2024-03-20,2024-06-15,1966686.808316497,2360024.1699797963,0.0,Wind,Not Applicable,48.28108007961028,-87.16165767763279,Pending,External,Auto Physical Damage,1,1966686.808316497
CLM6671175,TR534107,2024-03-15,2024-03-20,2024-06-15,1551411.8048489406,1861694.1658187287,0.0,Fire,Not Applicable,34.00776796270559,-116.3206647789899,Pending,Internal,Auto Physical Damage,1,1551411.8048489406
CLM4943371,TR534107,2024-03-15,2024-03-20,2024-06-15,3240321.4909768705,3888385.7891722443,0.0,Collision,Not Applicable,43.076916550784546,-106.2927130980388,Closed,Internal,Liability,1,3240321.4909768705
CLM8661299,TR138761,2024-03-15,2024-03-20,2024-06-15,3982021.1067842944,4778425.328141153,0.0,Liability,Not Applicable,27.422535786411146,-73.44741076521109,Closed,TPA,Property,1,3982021.1067842944
CLM2332631,TR138761,2024-03-15,2024-03-20,2024-06-15,3461042.1529318136,4153250.5835181763,0.0,Wind,Not Applicable,30.929290763839642,-79.71757675514513,Open,TPA,Auto Physical Damage,1,3461042.1529318136
CLM8768964,TR138761,2024-03-15,2024-03-20,2024-06-15,1831562.7746169057,2197875.3295402867,0.0,Earthquake,Not Applicable,27.803611392957293,-73.28852781683341,Pending,External,Property,1,1831562.7746169057
CLM9447708,TR138761,2024-03-15,2024-03-20,2024-06-15,2580270.5100698653,3096324.6120838383,0.0,Earthquake,Not Applicable,35.19120526451137,-113.73968581424812,Open,Internal,Auto Physical Damage,1,2580270.5100698653
CLM8403120,TR138761,2024-03-15,2024-03-20,2024-06-15,499734.93743822613,599681.9249258713,0.0,Earthquake,Not Applicable,35.682868456461,-79.62720320031643,Open,TPA,Liability,1,499734.93743822613
CLM8532725,TR138761,2024-03-15,2024-03-20,2024-06-15,22123.079448899247,26547.695338679096,0.0,Liability,Not Applicable,38.799831177152015,-78.21111312585043,Closed,External,Auto Physical Damage,1,22123.079448899247
CLM5636082,TR138761,2024-03-15,2024-03-20,2024-06-15,3983460.9312713062,4780153.117525567,0.0,Earthquake,Not Applicable,36.63651902375423,-110.29603148646773,Open,Internal,Liability,1,3983460.9312713062
CLM3977499,TR138761,2024-03-15,2024-03-20,2024-06-15,3628506.8266764837,4354208.19201178,0.0,Fire,Not Applicable,27.323666753616976,-78.72386793607049,Pending,TPA,Auto Physical Damage,1,3628506.8266764837
CLM6319294,TR138761,2024-03-15,2024-03-20,2024-06-15,364501.6602664041,437401.9923196849,0.0,Flood,Not Applicable,37.13399366680897,-80.05364939205774,Pending,Internal,Property,1,364501.6602664041
CLM9588892,TR138761,2024-03-15,2024-03-20,2024-06-15,2428883.6396208648,2914660.3675450375,0.0,Fire,Not Applicable,43.90567452781397,-84.42797225555367,Closed,Internal,Property,1,2428883.6396208648
CLM2510742,TR138761,2024-03-15,2024-03-20,2024-06-15,4993003.7464364935,5991604.495723792,0.0,Flood,Not Applicable,34.59693443954404,-89.7177294234775,Pending,External,Liability,1,4993003.7464364935
CLM7855596,TR248837,2024-03-15,2024-03-20,2024-06-15,4551920.156057589,5462304.1872691065,0.0,Wind,Not Applicable,42.26250176709435,-71.04636192996787,Closed,Internal,Property,1,4551920.156057589
CLM4481487,TR248837,2024-03-15,2024-03-20,2024-06-15,4666368.264884452,5599641.917861342,0.0,Liability,Not Applicable,44.42244860715522,-108.56417000964208,Open,External,Liability,1,4666368.264884452
CLM4126025,TR248837,2024-03-15,2024-03-20,2024-06-15,2468381.6802073917,2962058.01624887,0.0,Wind,Not Applicable,42.150150254644885,-104.33114629012442,Pending,Internal,Liability,1,2468381.6802073917
CLM1850427,TR248837,2024-03-15,2024-03-20,2024-06-15,298506.0725001484,358207.28700017807,0.0,Liability,Not Applicable,44.265545185189374,-117.39316246354278,Pending,Internal,Liability,1,298506.0725001484
CLM8164493,TR248837,2024-03-15,2024-03-20,2024-06-15,1671601.0221673502,2005921.2266008202,0.0,Collision,Not Applicable,37.72152851092557,-77.14178137967082,Pending,External,Liability,1,1671601.0221673502
CLM8138351,TR248837,2024-03-15,2024-03-20,2024-06-15,3728288.3787180623,4473946.054461675,0.0,Earthquake,Not Applicable,48.25090928871521,-79.84608546501485,Pending,Internal,Liability,1,3728288.3787180623
CLM7615559,TR248837,2024-03-15,2024-03-20,2024-06-15,311801.8209660825,374162.185159299,0.0,Liability,Not Applicable,38.17088253525444,-103.57980388222666,Open,TPA,Auto Physical Damage,1,311801.8209660825
CLM6191440,TR248837,2024-03-15,2024-03-20,2024-06-15,2241861.337596405,2690233.6051156856,0.0,Fire,Not Applicable,48.190001613951466,-94.90011114524269,Closed,Internal,Property,1,2241861.337596405
CLM9456278,TR248837,2024-03-15,2024-03-20,2024-06-15,4550073.7140316665,5460088.456838,0.0,Wind,Not Applicable,28.36359474617099,-84.50836886334417,Pending,External,Property,1,4550073.7140316665
CLM8947923,TR248837,2024-03-15,2024-03-20,2024-06-15,1868976.2945017251,2242771.55340207,0.0,Wind,Not Applicable,48.20496269924915,-110.33707487093153,Closed,External,Liability,1,1868976.2945017251
CLM6508860,TR248837,2024-03-15,2024-03-20,2024-06-15,3714494.269691515,4457393.123629818,0.0,Collision,Not Applicable,27.337342384077633,-122.57815316656253,Pending,TPA,Auto Physical Damage,1,3714494.269691515
CLM8905318,TR248837,2024-03-15,2024-03-20,2024-06-15,4363012.208071429,5235614.649685715,0.0,Fire,Not Applicable,37.0157185153254,-91.97005844365903,Open,Internal,Property,1,4363012.208071429
CLM5437632,TR248837,2024-03-15,2024-03-20,2024-06-15,2361671.6088844193,2834005.930661303,0.0,Wind,Not Applicable,45.85401848962383,-70.44141861539649,Open,External,Property,1,2361671.6088844193
CLM2669049,TR248837,2024-03-15,2024-03-20,2024-06-15,1860102.008395784,2232122.410074941,0.0,Theft,Not Applicable,30.242701961529626,-67.71792160441183,Pending,TPA,Auto Physical Damage,1,1860102.008395784
CLM8766594,TR248837,2024-03-15,2024-03-20,2024-06-15,2824273.5490907403,3389128.2589088883,0.0,Flood,Not Applicable,39.047500645218236,-81.28544282288365,Open,Internal,Property,1,2824273.5490907403
CLM4826557,TR855478,2024-03-15,2024-03-20,2024-06-15,1906527.4423474867,2287832.930816984,0.0,Theft,Not Applicable,30.62694704644465,-72.43903653147058,Pending,Internal,Property,1,1906527.4423474867
CLM7763707,TR855478,2024-03-15,2024-03-20,2024-06-15,4393337.802314252,5272005.362777102,0.0,Theft,Not Applicable,33.97529527344763,-99.64969580566041,Closed,TPA,Auto Physical Damage,1,4393337.802314252
CLM5322679,TR855478,2024-03-15,2024-03-20,2024-06-15,572709.0442289105,687250.8530746925,0.0,Collision,Not Applicable,45.17173078931813,-116.35767522541536,Closed,Internal,Property,1,572709.0442289105
CLM4975801,TR855478,2024-03-15,2024-03-20,2024-06-15,3085403.9678497226,3702484.761419667,0.0,Flood,Not Applicable,47.8804469542656,-78.56189407674125,Pending,TPA,Auto Physical Damage,1,3085403.9678497226
CLM8575120,TR855478,2024-03-15,2024-03-20,2024-06-15,3800625.1185377766,4560750.142245332,0.0,Earthquake,Not Applicable,46.813313750358944,-124.38733582884285,Pending,External,Liability,1,3800625.1185377766
CLM6286699,TR855478,2024-03-15,2024-03-20,2024-06-15,4805120.253314783,5766144.303977739,0.0,Collision,Not Applicable,36.33919520706167,-79.49596994451518,Pending,Internal,Liability,1,4805120.253314783
CLM1739388,TR855478,2024-03-15,2024-03-20,2024-06-15,650993.9712075338,781192.7654490406,0.0,Fire,Not Applicable,27.475772903384446,-122.03491830230413,Pending,TPA,Liability,1,650993.9712075338
CLM7601589,TR855478,2024-03-15,2024-03-20,2024-06-15,3856656.7573287007,4627988.1087944405,0.0,Flood,Not Applicable,32.13970605848001,-123.9335209218474,Closed,Internal,Property,1,3856656.7573287007
CLM9138692,TR518729,2024-03-15,2024-03-20,2024-06-15,3923213.111636842,4707855.73396421,0.0,Collision,Not Applicable,27.276631775049776,-102.55000623252475,Pending,TPA,Auto Physical Damage,1,3923213.111636842
CLM9429174,TR518729,2024-03-15,2024-03-20,2024-06-15,3412635.9578447766,4095163.149413732,0.0,Liability,Not Applicable,34.895112539708855,-109.61589513753188,Closed,TPA,Property,1,3412635.9578447766
CLM1246388,TR518729,2024-03-15,2024-03-20,2024-06-15,4907211.817212559,5888654.180655071,0.0,Wind,Not Applicable,26.477652148702493,-113.42819656519183,Pending,Internal,Auto Physical Damage,1,4907211.817212559
CLM1227382,TR518729,2024-03-15,2024-03-20,2024-06-15,1054973.0748587102,1265967.6898304522,0.0,Earthquake,Not Applicable,27.428411132811505,-122.21014019554887,Open,TPA,Property,1,1054973.0748587102
CLM7504537,TR518729,2024-03-15,2024-03-20,2024-06-15,4762478.429667848,5714974.115601418,0.0,Earthquake,Not Applicable,36.16271165265349,-120.85275778097851,Pending,TPA,Liability,1,4762478.429667848
CLM1616133,TR518729,2024-03-15,2024-03-20,2024-06-15,1195211.9080947547,1434254.2897137057,0.0,Fire,Not Applicable,39.02773650411355,-123.93141705604585,Closed,TPA,Auto Physical Damage,1,1195211.9080947547
CLM7004851,TR518729,2024-03-15,2024-03-20,2024-06-15,2529377.4697689605,3035252.9637227524,0.0,Liability,Not Applicable,31.850965011622364,-81.38821553675785,Pending,External,Auto Physical Damage,1,2529377.4697689605
CLM6825847,TR518729,2024-03-15,2024-03-20,2024-06-15,401272.8849438426,481527.46193261107,0.0,Theft,Not Applicable,30.6144092851382,-118.53535324884363,Pending,External,Auto Physical Damage,1,401272.8849438426
CLM3541686,TR518729,2024-03-15,2024-03-20,2024-06-15,1141531.967713182,1369838.3612558185,0.0,Fire,Not Applicable,40.44110571050761,-105.22664815716735,Open,Internal,Property,1,1141531.967713182
CLM1306698,TR518729,2024-03-15,2024-03-20,2024-06-15,2245282.490366411,2694338.988439693,0.0,Fire,Not Applicable,41.95648941249757,-112.16136596441477,Pending,Internal,Property,1,2245282.490366411
CLM7719959,TR518729,2024-03-15,2024-03-20,2024-06-15,2837344.7934041014,3404813.7520849216,0.0,Theft,Not Applicable,43.41767189599627,-113.00729601701433,Closed,Internal,Auto Physical Damage,1,2837344.7934041014
CLM2965150,TR248863,2024-03-15,2024-03-20,2024-06-15,2594125.186901296,3112950.224281555,0.0,Earthquake,Not Applicable,35.10732736282174,-76.77058195549043,Open,External,Property,1,2594125.186901296
CLM6337739,TR248863,2024-03-15,2024-03-20,2024-06-15,3157664.8434588546,3789197.8121506255,0.0,Fire,Not Applicable,44.796872779754096,-69.82638222448054,Closed,Internal,Liability,1,3157664.8434588546
