treaty_id,treaty_name,treaty_type,business_line,cedant,reinsurer,currency,territory,inception_date,expiry_date,premium,commission,brokerage,retention,limit,cession_rate,minimum_premium,maximum_premium,profit_commission,loss_corridor,aggregate_limit,reinstatements,rating_method,experience_period,loss_ratio,expense_ratio,combined_ratio,total_historical_claims,total_claim_count,largest_historical_claim,average_claim_size,claim_volatility,annual_claim_frequency,total_sum_insured,total_policy_count,average_policy_size,largest_policy_size
TR946891,Chubb - Catastrophe 2024,Catastrophe,Aviation,Chubb,Munich Re,EUR,United States,2024-01-01,2024-12-31,58432303.140988104,0.0,0.0335505892669566,23311463.48540131,372983415.76642096,0.0,0.0,66933020.55477702,0.0,76%-111%,745966831.5328419,3,Original Terms,5 years,0.9752236607270895,0.3782824234460535,1.353506084173143,34558239.31082899,13,4533528.399824979,2658326.100832999,1308067.3128431237,2.6,303813750.01185423,119,2553056.722788691,4953724.987732167
TR799942,Chubb - Surplus 2024,Surplus,Property,Chubb,Munich Re,EUR,France,2024-01-01,2024-12-31,19539733.79488488,0.2937680004148762,0.0287761268248979,1293593.529409854,5174374.117639416,0.0,16165903.28531926,0.0,0.0,92%-120%,0.0,0,Cat Modeling,3 years,0.5350757407316065,0.4219833864096435,0.95705912714125,27223967.85441371,12,4437199.2666560225,2268663.9878678094,1431892.4680661887,2.4000000000000004,759081044.8696022,300,2530270.1495653405,4996469.419842513
TR484098,Allstate - Catastrophe 2024,Catastrophe,Casualty,Allstate,Hannover Re,CAD,Canada,2024-01-01,2024-12-31,10537968.51245636,0.0,0.0157001302974164,90819015.7168274,454095078.584137,0.0,10001225.409961095,0.0,0.0859666729427915,75%-124%,1362285235.7524111,2,Cat Modeling,15 years,0.5607359486695057,0.4386085480118851,0.9993444966813908,33546354.145210292,15,4992647.993580232,2236423.609680686,1441397.027986953,3.0,764665081.6319424,297,2574629.9044846543,4982314.067938983
TR697547,Chubb - Excess of Loss 2024,Excess of Loss,Health,Chubb,Munich Re,CAD,France,2024-01-01,2024-12-31,27559526.55254068,0.0,0.0102792068550219,8854757.223979395,141676115.58367032,0.0,0.0,0.0,0.1494305832845794,87%-107%,0.0,0,Cat Modeling,10 years,1.0416452365292277,0.2792657032771952,1.320910939806423,20575436.907412365,6,4080441.514626334,3429239.4845687277,1173975.4180289595,1.2000000000000002,1379621016.6637619,499,2764771.5764804846,4988547.8641292155
TR945717,Allstate - Excess of Loss 2024,Excess of Loss,Property,Allstate,SCOR,CAD,Canada,2024-01-01,2024-12-31,95659423.88807444,0.0,0.012286367420068,4883249.286306044,48832492.863060445,0.0,0.0,0.0,0.0,81%-106%,0.0,0,Exposure Rating,10 years,0.5704722325444079,0.3501749421753164,0.9206471747197243,17146877.646349184,8,4867665.862904263,2143359.705793648,1732514.2780621776,1.6,1168482185.669891,459,2545712.8228102205,4993613.429619002
TR984906,Hartford - Surplus 2024,Surplus,Marine,Hartford,Hannover Re,CAD,United Kingdom,2024-01-01,2024-12-31,80863754.04498798,0.1961882432230455,0.0418533389948593,882115.5706622782,7939040.135960504,0.0,0.0,0.0,0.0824873641707967,84%-124%,0.0,0,Experience Rating,10 years,0.8111063424648828,0.3618057591748993,1.172912101639782,23273633.514321137,8,4508831.081760434,2909204.189290142,1341215.526947262,1.6,700835883.8196999,282,2485233.6305663115,4965258.787890189
TR480133,Chubb - Catastrophe 2024,Catastrophe,Marine,Chubb,Hannover Re,GBP,United Kingdom,2024-01-01,2024-12-31,6790349.63632223,0.0,0.0472336863191943,33740017.36120388,506100260.41805816,0.0,5545116.086000119,7909477.121036764,0.0707589381480411,Not Available,2024401041.6722329,4,Original Terms,5 years,1.1532063860867838,0.2685945865267972,1.421800972613581,23285105.36003889,11,4696459.124020951,2116827.7600035355,1511659.5403694739,2.2,995595067.6681278,401,2482780.717376877,4997678.220428133
TR456808,Hartford - Surplus 2024,Surplus,Marine,Hartford,Swiss Re,EUR,Germany,2024-01-01,2024-12-31,43900407.747600935,0.1886459688609454,0.0284353150003364,506191.9461958176,3037151.677174906,0.0,38266048.76344014,50891717.633757755,0.170214269501243,Not Available,0.0,0,Exposure Rating,5 years,0.9128821901194,0.4049735554751589,1.3178557455945588,14966091.3122201,7,4987885.790550087,2138013.0446028714,1695100.1424893558,1.4000000000000001,994073019.1985649,394,2523027.967509048,4994584.660212758
TR681717,Chubb - Surplus 2024,Surplus,Health,Chubb,Munich Re,GBP,Germany,2024-01-01,2024-12-31,81991730.76924035,0.2350215538006012,0.0423715708532156,1064907.8995559767,7454355.296891837,0.0,0.0,0.0,0.1385215670181768,87%-125%,0.0,0,Original Terms,10 years,0.659314616298125,0.4068948273725121,1.0662094436706373,9474723.474186167,5,3920437.375399911,1894944.6948372335,1330856.3577085678,1.0,365548563.4088847,139,2629845.7799200336,4970263.437894751
TR574746,State Farm - Excess of Loss 2024,Excess of Loss,Property,State Farm,Lloyd's of London,USD,Canada,2024-01-01,2024-12-31,82413129.23350105,0.0,0.0251439604552795,4907133.870614598,83421275.80044816,0.0,71771281.46350564,0.0,0.1578030573527963,Not Available,0.0,0,Original Terms,5 years,1.1513329329804631,0.3957146063364249,1.547047539316888,23696127.66950826,9,4467076.994635472,2632903.0743898065,1330923.9689885087,1.8,1189146390.5853326,477,2492969.3722962947,4994091.034647903
TR234422,AIG - Surplus 2024,Surplus,Casualty,AIG,Hannover Re,GBP,Canada,2024-01-01,2024-12-31,12950820.111986564,0.1897885254915594,0.0435951577718161,1950033.8002137349,11700202.80128241,0.0,0.0,15332011.1365681,0.0,Not Available,0.0,0,Original Terms,10 years,0.4428094328448966,0.4373174390006814,0.880126871845578,20736176.46237351,8,4696714.2867801655,2592022.0577966888,1469642.5053825662,1.6,918545499.2177299,370,2482555.403291162,4995240.421135736
TR779364,State Farm - Surplus 2024,Surplus,Motor,State Farm,Hannover Re,USD,United Kingdom,2024-01-01,2024-12-31,58054518.19676797,0.2545056645462598,0.0364788321891627,1669972.431538144,6679889.726152576,0.0,54265449.28325028,65311789.09714118,0.0658757989366009,Not Available,0.0,0,Exposure Rating,5 years,0.9012680445336448,0.3361124977085833,1.237380542242228,22112912.261809994,6,4945776.973620366,3685485.376968332,1685850.6821458847,1.2000000000000002,967243711.3453947,380,2545378.187751039,4984628.844444512
TR353258,State Farm - Quota Share 2024,Quota Share,Aviation,State Farm,Hannover Re,USD,France,2024-01-01,2024-12-31,86320982.31149818,0.2869429129376371,0.0102277711316605,0.4873249243460806,0.0,0.5126750756539193,80448288.95757835,0.0,0.1553635557400784,94%-108%,0.0,0,Cat Modeling,15 years,0.5665688280915259,0.351699809387897,0.9182686374794228,8681714.025918365,6,3293895.855672118,1446952.3376530607,1284155.1137390875,1.2000000000000002,484268775.5329338,203,2385560.4706055853,4997316.085594037
TR668435,AIG - Surplus 2024,Surplus,Marine,AIG,Munich Re,GBP,France,2024-01-01,2024-12-31,13459751.32906294,0.2675310331383423,0.0199649831827416,1303679.0397423226,9125753.278196258,0.0,12581700.297578828,14242738.764894716,0.0,Not Available,0.0,0,Cat Modeling,15 years,0.9207850883740069,0.4419803866121568,1.3627654749861635,23869693.07485094,9,4945898.693265487,2652188.119427882,1672277.940856888,1.8,680241592.6236806,257,2646854.4460065393,4989208.395149259
TR393209,Chubb - Excess of Loss 2024,Excess of Loss,Motor,Chubb,Lloyd's of London,USD,France,2024-01-01,2024-12-31,65211023.66430733,0.0,0.0184204133196763,2827241.1655492773,50890340.979886994,0.0,0.0,0.0,0.0,Not Available,0.0,0,Cat Modeling,15 years,1.100370927123814,0.3584059687292335,1.4587768958530476,21010036.59024422,8,3902998.756600511,2626254.5737805273,1225747.212588356,1.6,1142779132.4248364,458,2495150.9441590314,4985278.163454212
TR181680,State Farm - Surplus 2024,Surplus,Motor,State Farm,SCOR,USD,Germany,2024-01-01,2024-12-31,47251983.89799759,0.2452680741082526,0.0357321224654718,1008070.9333286444,4032283.7333145775,0.0,0.0,50915859.64570851,0.1519839584502478,81%-113%,0.0,0,Original Terms,3 years,0.734898491773809,0.2810263532479465,1.0159248450217555,13941551.847787721,6,4918707.380685314,2323591.9746312867,1746462.5610573571,1.2000000000000002,1060779078.2978357,409,2593591.878478816,4996760.429233574
TR336103,State Farm - Quota Share 2024,Quota Share,Aviation,State Farm,SCOR,USD,United States,2024-01-01,2024-12-31,71998473.94805233,0.2095433376968496,0.0362196986842446,0.3767813256197996,0.0,0.6232186743802004,58330123.799106784,82166022.59841678,0.0763219384513425,85%-118%,0.0,0,Original Terms,3 years,0.926424413229068,0.2233718088463791,1.1497962220754472,17568574.409613945,10,3681769.10719779,1756857.4409613945,1099347.1564037232,2.0,895502158.225525,358,2501402.6766076116,4998225.845889867
TR534107,AIG - Catastrophe 2024,Catastrophe,Aviation,AIG,SCOR,GBP,United Kingdom,2024-01-01,2024-12-31,14135115.85951629,0.0,0.0236064154010098,83975709.72947365,1091684226.4831574,0.0,12736391.233964594,15116520.14813034,0.0606487282630673,80%-105%,5458421132.415787,4,Experience Rating,3 years,0.8651032876545712,0.1931860120592656,1.058289299713837,28930062.054026898,10,4488285.020239431,2893006.20540269,1188994.9782588482,2.0,842411510.0526482,344,2448870.668757698,4966467.39933569
TR138761,State Farm - Quota Share 2024,Quota Share,Aviation,State Farm,Munich Re,CAD,Germany,2024-01-01,2024-12-31,40974627.28860914,0.2901097077601069,0.029774848065026,0.7922527030547957,0.0,0.2077472969452043,38222149.3043174,46465936.4327597,0.1843127585404574,Not Available,0.0,0,Cat Modeling,3 years,1.043017458007768,0.3046162079084766,1.347633665916245,27775111.365561552,11,4993003.7464364935,2525010.1241419595,1672182.8970587775,2.2,602739558.0547956,236,2553981.1781982863,4990604.592998404
TR248837,State Farm - Catastrophe 2024,Catastrophe,Aviation,State Farm,Swiss Re,USD,France,2024-01-01,2024-12-31,33450097.974097148,0.0,0.0178720782989356,71459548.31246181,928974128.0620036,0.0,31648031.81657618,36627221.96003996,0.1970954641765062,Not Available,2786922384.1860104,1,Original Terms,15 years,0.6320873529805133,0.3482996480943272,0.9803870010748406,41481332.38576476,15,4666368.264884452,2765422.1590509843,1459567.3212384703,3.0,343857312.5846109,128,2686385.2545672725,4955191.852302797
TR855478,Chubb - Catastrophe 2024,Catastrophe,Property,Chubb,SCOR,CAD,Germany,2024-01-01,2024-12-31,52493103.1667252,0.0,0.0499069747232293,16440733.649110226,230170271.08754316,0.0,0.0,59819265.9902334,0.0586601523448729,93%-107%,690510813.2626295,1,Exposure Rating,5 years,0.8740942394421869,0.3811085918599588,1.2552028313021455,23071374.357129164,8,4805120.253314783,2883921.7946411455,1650950.5626351018,1.6,487026903.9254145,203,2399147.3099774113,4960718.454894124
TR518729,Hartford - Quota Share 2024,Quota Share,Health,Hartford,Hannover Re,USD,United Kingdom,2024-01-01,2024-12-31,31946181.114717677,0.1806108760452451,0.0294025895339159,0.506402862724386,0.0,0.4935971372756141,28050811.340898063,37127640.35967163,0.1661797227459468,94%-117%,0.0,0,Cat Modeling,3 years,0.9116973941846604,0.4371914323868843,1.3488888265715446,28410533.90551199,11,4907211.817212559,2582775.8095919993,1546504.393191162,2.2,852025522.2903664,344,2476818.378751065,4995656.264324775
TR248863,State Farm - Surplus 2024,Surplus,Casualty,State Farm,Hannover Re,USD,Canada,2024-01-01,2024-12-31,72443227.62419668,0.2599871787246652,0.014274207721361,880080.113456828,8800801.134568281,0.0,67644531.62446436,83525178.37197068,0.1473194834246779,84%-121%,0.0,0,Original Terms,3 years,0.8145512872211365,0.2507219214428717,1.0652732086640082,34142491.21779451,14,4080040.47308291,2438749.3726996076,1049764.6800621974,2.8000000000000003,461520692.54501563,188,2454897.30077136,4911536.711133431
TR118068,AIG - Surplus 2024,Surplus,Health,AIG,Hannover Re,GBP,Germany,2024-01-01,2024-12-31,12708405.351474645,0.264894921600022,0.0407729967063468,559380.9242245767,2237523.6968983067,0.0,10827597.129825426,15028113.247665646,0.1897293327707501,81%-106%,0.0,0,Experience Rating,10 years,0.4485395671392245,0.3473497236208294,0.7958892907600539,18506460.19551214,8,4323596.482637354,2313307.5244390173,1321934.3155025817,1.6,564571470.2156875,224,2520408.3491771766,4979046.602751263
TR285748,AIG - Surplus 2024,Surplus,Marine,AIG,SCOR,EUR,France,2024-01-01,2024-12-31,63256729.99969632,0.2852244743303961,0.03406909716529,1275026.9031337737,6375134.515668867,0.0,0.0,0.0,0.0895231129758687,91%-124%,0.0,0,Exposure Rating,15 years,1.1821619984929428,0.3922369785485047,1.5743989770414475,16639537.924367743,6,4762667.810806062,2773256.320727957,1797603.574773321,1.2000000000000002,602984099.1701716,231,2610320.7756284485,4996135.29472043
TR480430,AIG - Excess of Loss 2024,Excess of Loss,Casualty,AIG,Swiss Re,EUR,Germany,2024-01-01,2024-12-31,82476338.60199112,0.0,0.0298369039230067,3583626.894181481,50170776.51854073,0.0,72424306.38287061,93126176.72819623,0.0,Not Available,0.0,0,Exposure Rating,10 years,0.8735621410660176,0.1891430424875253,1.062705183553543,19958579.63585531,8,4284310.567387044,2494822.4544819137,1201647.8526181458,1.6,993024358.9460846,392,2533225.4054747056,4996005.703130925
TR411595,Allstate - Quota Share 2024,Quota Share,Marine,Allstate,Hannover Re,GBP,Canada,2024-01-01,2024-12-31,64961760.97604289,0.1831894353211808,0.0102119563751671,0.5277702041164258,0.0,0.4722297958835741,53959665.41817013,76257769.54918635,0.0,Not Available,0.0,0,Original Terms,5 years,0.9896654517263812,0.4286672750566619,1.4183327267830432,26618158.47467699,12,4723907.05700269,2218179.8728897492,1800357.8347952263,2.4000000000000004,331882109.4800261,128,2592828.980312704,4971760.361564919
TR714359,Chubb - Excess of Loss 2024,Excess of Loss,Health,Chubb,Hannover Re,GBP,Canada,2024-01-01,2024-12-31,57709973.63655653,0.0,0.0375948527639936,7142805.471071674,107142082.0660751,0.0,0.0,67764680.10566048,0.0758318004870246,89%-106%,0.0,0,Experience Rating,5 years,0.760410855622446,0.2238464007929589,0.9842572564154052,21867601.49253273,8,4976920.911018282,2733450.1865665913,2164583.5504952455,1.6,526566962.2810843,213,2472145.362821992,4996801.895753771
TR301862,AIG - Excess of Loss 2024,Excess of Loss,Casualty,AIG,SCOR,USD,United Kingdom,2024-01-01,2024-12-31,67768233.26839972,0.0,0.0122915050099762,9777736.288311351,58666417.729868114,0.0,54283531.56509139,73771439.57784748,0.195151448453253,94%-108%,0.0,0,Cat Modeling,5 years,0.5218125201954283,0.4454183136326776,0.967230833828106,24632305.37775546,9,4995052.362505784,2736922.8197506065,1928823.2695820362,1.8,383146806.2966027,151,2537396.068189422,4931729.562836552
TR652726,Hartford - Excess of Loss 2024,Excess of Loss,Motor,Hartford,Munich Re,EUR,United Kingdom,2024-01-01,2024-12-31,6392813.961695986,0.0,0.0490140853910401,1855650.3728818663,37113007.45763733,0.0,0.0,0.0,0.1757784535273782,Not Available,0.0,0,Original Terms,10 years,0.7780842750978232,0.1542503049912008,0.932334580089024,28715921.54319048,13,3993710.259245488,2208917.0417838832,1263973.1856145118,2.6,382267139.3323711,148,2582886.076570075,4909801.908245791
TR819557,Allstate - Catastrophe 2024,Catastrophe,Aviation,Allstate,SCOR,EUR,France,2024-01-01,2024-12-31,99090757.6037776,0.0,0.0193983418960237,14165891.100616671,169990693.20740008,0.0,0.0,0.0,0.0,76%-114%,679962772.8296003,4,Original Terms,15 years,0.6805451646532668,0.2612015921290962,0.941746756782363,25507091.31701295,7,4897910.522412701,3643870.188144707,983224.8175862595,1.4000000000000001,1203212866.546748,495,2430733.063730804,4984028.417497739
TR787352,Chubb - Excess of Loss 2024,Excess of Loss,Health,Chubb,SCOR,EUR,United Kingdom,2024-01-01,2024-12-31,85666810.74608381,0.0,0.0368173981103612,2754081.082181953,41311216.23272929,0.0,68829420.17634402,92602696.7755969,0.0537878527099256,Not Available,0.0,0,Original Terms,10 years,0.8952589138184863,0.3349604267164296,1.230219340534916,17969993.1133948,7,4163993.7839917634,2567141.8733421145,1144848.9789436369,1.4000000000000001,634051264.3395149,246,2577444.163981768,4982461.670715789
TR112231,Chubb - Surplus 2024,Surplus,Property,Chubb,Swiss Re,CAD,France,2024-01-01,2024-12-31,22679362.21185885,0.2363853869639432,0.020420435158119,1227076.2340554327,7362457.404332597,0.0,0.0,27153753.59144401,0.1859925449595532,87%-114%,0.0,0,Cat Modeling,3 years,0.8648186477949151,0.3398220197879271,1.2046406675828425,38391450.8629521,15,4846950.140818512,2559430.05753014,1394647.7073482363,3.0,829975921.2581176,317,2618220.571792169,4990813.818128194
TR327342,Chubb - Excess of Loss 2024,Excess of Loss,Aviation,Chubb,Lloyd's of London,EUR,United Kingdom,2024-01-01,2024-12-31,91779302.45483343,0.0,0.0367483313661922,2323866.2613774044,9295465.045509618,0.0,76028804.95296238,0.0,0.1111983781602871,90%-118%,0.0,0,Cat Modeling,5 years,0.8655716436021095,0.3097191556303412,1.1752907992324506,20481268.322231863,11,3895968.0795192705,1861933.4838392602,1195643.7398031119,2.2,662281623.0459212,264,2508642.5115375803,4991743.651225994
TR406085,Allstate - Quota Share 2024,Quota Share,Aviation,Allstate,Munich Re,USD,Germany,2024-01-01,2024-12-31,12657790.74948269,0.2221796656917757,0.035030380435457,0.211478035975605,0.0,0.788521964024395,11746987.999988014,13999514.857442567,0.0,82%-124%,0.0,0,Exposure Rating,10 years,1.045489695106641,0.4052326373889399,1.450722332495581,17880148.510817885,7,4621100.240227834,2554306.9301168406,1398269.5123025735,1.4000000000000001,687352342.5396401,300,2291174.4751321333,4977383.179064349
TR616030,State Farm - Surplus 2024,Surplus,Casualty,State Farm,Hannover Re,GBP,United Kingdom,2024-01-01,2024-12-31,31050374.8566006,0.2083616122886228,0.0232892182743876,1595958.6285914837,11171710.400140386,0.0,28649926.823904555,34886787.774282284,0.0797255102416097,Not Available,0.0,0,Exposure Rating,10 years,0.6078900983137424,0.4204821426895498,1.0283722410032925,26513390.014980976,8,4304876.332055776,3314173.751872622,743380.1668860444,1.6,679846198.2445482,263,2584966.533249233,4992911.266615065
TR249594,Allstate - Catastrophe 2024,Catastrophe,Marine,Allstate,Lloyd's of London,USD,Canada,2024-01-01,2024-12-31,47400908.59904095,0.0,0.0329438007356185,68924066.60619795,1309557265.5177612,0.0,40152031.097339995,54661159.503700055,0.1629353927288127,Not Available,3928671796.553284,3,Original Terms,10 years,0.9248989921180214,0.1826064472935604,1.1075054394115815,30033384.366148904,15,4726903.108640133,2002225.6244099268,1350267.4355327112,3.0,676893754.1003511,277,2443659.7620951305,4966772.71813573
TR345560,State Farm - Quota Share 2024,Quota Share,Aviation,State Farm,Swiss Re,USD,United States,2024-01-01,2024-12-31,42398286.586410075,0.1907956053536151,0.0244548976947759,0.2164746210530153,0.0,0.7835253789469847,0.0,47843940.69540056,0.0861859392266795,Not Available,0.0,0,Original Terms,15 years,0.5697560353730977,0.2840083447793115,0.8537643801524092,14047162.729737332,6,4181187.903692585,2341193.7882895553,1371522.9714976982,1.2000000000000002,544375172.1832305,217,2508641.3464665003,4951008.303418318
TR504130,Allstate - Quota Share 2024,Quota Share,Property,Allstate,SCOR,USD,United States,2024-01-01,2024-12-31,99742628.33699226,0.1997966485092397,0.0154539943734264,0.2425187051155786,0.0,0.7574812948844214,0.0,119048044.24752083,0.0,Not Available,0.0,0,Original Terms,10 years,0.7682184545490467,0.1901878987586673,0.958406353307714,25595904.903737105,11,4441419.751505219,2326900.4457942825,1516789.0173619632,2.2,1262303405.2838526,472,2674371.6213640943,4982529.604785105
TR765352,Allstate - Excess of Loss 2024,Excess of Loss,Health,Allstate,Munich Re,USD,United States,2024-01-01,2024-12-31,44625287.25105346,0.0,0.0374286864921591,2840953.45889585,8522860.376687549,0.0,36694755.562462434,47281596.10610298,0.1379576065294702,78%-105%,0.0,0,Cat Modeling,15 years,1.1639211267279324,0.3721529456120546,1.536074072339987,34999875.203385614,11,4797168.526135313,3181806.8366714194,1302809.9694707275,2.2,1036456172.5665271,397,2610720.837699061,4966488.284996299
TR656262,AIG - Catastrophe 2024,Catastrophe,Marine,AIG,SCOR,GBP,France,2024-01-01,2024-12-31,41919610.90795231,0.0,0.0316225611566357,27333220.380063426,355331864.9408245,0.0,35977710.448866695,49384749.89721172,0.0,81%-119%,1776659324.7041223,1,Exposure Rating,10 years,1.0270538014925443,0.311901077854911,1.3389548793474555,44309872.30957695,14,4907699.212525561,3164990.8792554964,1579564.2479561868,2.8000000000000003,896156003.1773204,330,2715624.252052486,4996956.979347502
TR688738,Hartford - Excess of Loss 2024,Excess of Loss,Motor,Hartford,Swiss Re,USD,Canada,2024-01-01,2024-12-31,48278572.41189348,0.0,0.0302149228982085,8276414.675366185,140699049.48122513,0.0,45060912.548005015,54150659.48102468,0.0,78%-109%,0.0,0,Exposure Rating,3 years,0.4339183020186507,0.4365663910126309,0.8704846930312817,13351943.750932291,6,4440186.551631342,2225323.9584887153,1784575.3656890462,1.2000000000000002,624217025.0637342,266,2346680.545352384,4963616.544607381
TR768114,State Farm - Catastrophe 2024,Catastrophe,Aviation,State Farm,Swiss Re,CAD,United Kingdom,2024-01-01,2024-12-31,84568067.23063596,0.0,0.0367185574090664,91896907.53326118,643278352.7328283,0.0,67730056.54996929,0.0,0.0,Not Available,1286556705.4656565,1,Cat Modeling,3 years,0.7612149004314553,0.3257413716447144,1.0869562720761698,32411672.230746225,15,4537424.059382088,2160778.148716415,1496641.2757509246,3.0,368896029.8496298,149,2475812.280869999,4987916.811761841
TR160062,State Farm - Catastrophe 2024,Catastrophe,Marine,State Farm,Lloyd's of London,GBP,Germany,2024-01-01,2024-12-31,38269772.54151632,0.0,0.0371008551097692,64002401.09806504,832031214.2748455,0.0,31875030.567500062,44166400.090278015,0.0,93%-116%,1664062428.549691,3,Experience Rating,5 years,0.5094754761583415,0.3472836588513966,0.8567591350097382,25687765.05883228,8,4619411.725102087,3210970.632354035,1354112.914339761,1.6,1191604859.480075,441,2702051.8355557253,4982721.4611487305
TR215588,State Farm - Quota Share 2024,Quota Share,Health,State Farm,Hannover Re,CAD,Germany,2024-01-01,2024-12-31,26813397.067875557,0.2152555009462265,0.0346197125960206,0.6805548585744742,0.0,0.3194451414255258,24921295.283014804,28189282.945717327,0.1722960174138306,Not Available,0.0,0,Experience Rating,10 years,0.7136204340532546,0.3489889376733335,1.062609371726588,20259092.72325581,9,4715460.299895531,2251010.302583979,1748749.7654251477,1.8,415120915.03301007,165,2515884.333533394,4948928.480389049
TR356580,AIG - Surplus 2024,Surplus,Health,AIG,Hannover Re,CAD,United States,2024-01-01,2024-12-31,28044988.03058542,0.296889873427742,0.0197099583658717,1612154.2884067963,6448617.153627186,0.0,22485837.56560189,0.0,0.1478758260073356,90%-107%,0.0,0,Exposure Rating,15 years,0.5036252071785655,0.2239938960583406,0.7276191032369062,34493249.49411949,14,4478595.365451377,2463803.535294249,1294402.192394639,2.8000000000000003,715632294.1131041,283,2528736.0216010744,4990081.821551254
TR696031,AIG - Excess of Loss 2024,Excess of Loss,Aviation,AIG,Hannover Re,EUR,Canada,2024-01-01,2024-12-31,51875204.629235744,0.0,0.024315075472464,6820529.086200379,109128465.37920606,0.0,43081630.34557086,58205620.100493886,0.0,90%-114%,0.0,0,Cat Modeling,15 years,1.0268976093036422,0.193857164792311,1.2207547740959532,8207027.474524483,5,4194465.6027179025,1641405.4949048967,1651412.3277826621,1.0,885726475.5087665,335,2643959.628384378,4994116.846122431
TR409206,State Farm - Excess of Loss 2024,Excess of Loss,Motor,State Farm,Munich Re,GBP,Canada,2024-01-01,2024-12-31,84638181.00690049,0.0,0.0220621236780973,3712615.118001324,33413536.062011912,0.0,73604925.88154575,90402523.86263868,0.0,93%-117%,0.0,0,Experience Rating,10 years,0.7959246717354888,0.3071477223027429,1.1030723940382317,35843052.16626168,15,4983135.9053799175,2389536.811084112,1365179.4503243852,3.0,283284107.81771237,111,2552109.0794388503,4978909.0567256175
TR347337,Allstate - Surplus 2024,Surplus,Motor,Allstate,Hannover Re,EUR,United States,2024-01-01,2024-12-31,12342931.769078791,0.1786580256360253,0.0288831774004609,1896758.399596844,13277308.797177907,0.0,10338692.52304807,0.0,0.1579348688892023,Not Available,0.0,0,Experience Rating,3 years,1.1676159627217215,0.3102024948026565,1.477818457524378,31913744.380590227,14,4117923.404736336,2279553.170042159,1131153.4200078086,2.8000000000000003,839634587.9816043,337,2491497.2937139594,4952310.999141553
TR632222,AIG - Surplus 2024,Surplus,Marine,AIG,Swiss Re,USD,United Kingdom,2024-01-01,2024-12-31,58548684.63152318,0.1743657070566302,0.0428583984980051,684059.365661497,6840593.65661497,0.0,0.0,0.0,0.0,Not Available,0.0,0,Experience Rating,15 years,0.4482742005967416,0.2242874099434412,0.6725616105401828,17785563.32725351,8,4145797.696587557,2223195.4159066887,1464127.5648564827,1.6,1259468968.0532334,492,2559896.276530962,4989766.596649748
TR609204,Hartford - Surplus 2024,Surplus,Casualty,Hartford,Lloyd's of London,GBP,United Kingdom,2024-01-01,2024-12-31,87005262.143712,0.2223733318592007,0.0289818715657617,1924875.333566242,5774626.000698727,0.0,73033656.6382768,94780744.4540185,0.1701588443207608,85%-108%,0.0,0,Experience Rating,3 years,0.7480925850992401,0.2494832361765505,0.9975758212757908,42915813.59141404,14,4930124.121160711,3065415.2565295743,1438276.788049199,2.8000000000000003,633264221.1959567,251,2522965.0246850867,4991674.784899949
TR614410,Hartford - Surplus 2024,Surplus,Property,Hartford,Swiss Re,GBP,United States,2024-01-01,2024-12-31,39487387.60388833,0.2469347994313601,0.0185672903756861,693768.2436664012,2775072.974665605,0.0,0.0,0.0,0.0,Not Available,0.0,0,Original Terms,15 years,1.1195515549964157,0.213450906394061,1.3330024613904767,28435297.458760977,9,4233858.059182212,3159477.4954178864,997548.6306740035,1.8,317572326.1565658,125,2540578.6092525264,4956134.9699653145
TR353484,State Farm - Excess of Loss 2024,Excess of Loss,Health,State Farm,Hannover Re,CAD,France,2024-01-01,2024-12-31,54225940.48395007,0.0,0.0369721569014099,4131326.977723919,16525307.910895675,0.0,45467353.501636565,61252838.88822547,0.179360084398963,84%-105%,0.0,0,Cat Modeling,15 years,0.7272728648731205,0.3717980374104297,1.0990709022835503,36525722.216276154,11,4866411.255687945,3320520.2014796506,1506441.164023523,2.2,646343266.8462843,236,2738742.656128323,4971028.64551875
TR185781,Allstate - Excess of Loss 2024,Excess of Loss,Motor,Allstate,SCOR,CAD,Canada,2024-01-01,2024-12-31,34615113.8887459,0.0,0.0281640640342924,7732880.92612766,123726094.81804256,0.0,27957231.599196915,37439291.856415145,0.1917980514968295,86%-120%,0.0,0,Original Terms,10 years,0.7507223789596791,0.1935255239954875,0.9442479029551668,14356483.169333652,6,3867186.175373272,2392747.194888942,1222330.4200655285,1.2000000000000002,955563944.617537,366,2610830.4497746914,4986732.990611942
TR252578,Hartford - Catastrophe 2024,Catastrophe,Aviation,Hartford,Lloyd's of London,CAD,United Kingdom,2024-01-01,2024-12-31,25257800.585099116,0.0,0.0363411211559742,74537165.92396875,372685829.6198437,0.0,0.0,28581838.692731656,0.1431355347504829,85%-110%,1863429148.0992184,2,Exposure Rating,15 years,0.9801489212509262,0.1734415768596057,1.1535904981105318,35325930.07931129,11,4996927.162558068,3211448.189028299,1470065.6372270247,2.2,664524105.311209,252,2637000.417901623,4987004.301509954
TR471211,Chubb - Quota Share 2024,Quota Share,Casualty,Chubb,Munich Re,USD,United Kingdom,2024-01-01,2024-12-31,87883309.59043199,0.3283297465651456,0.0298598182337046,0.7233433317477442,0.0,0.2766566682522558,0.0,94679788.08982876,0.0618863866023393,80%-118%,0.0,0,Cat Modeling,5 years,0.9660258807029974,0.3850669669439014,1.3510928476468989,16133303.328708092,6,4520117.936950871,2688883.888118015,1785530.3696626269,1.2000000000000002,415887528.63060296,167,2490344.482817982,4961136.563640358
