claim_id,treaty_id,occurrence_date,report_date,claim_status,claim_type,cause_of_loss,territory,currency,gross_claim_amount,reinsurance_recovery,net_claim_amount,case_reserves,paid_to_date,outstanding_reserves,expense_reserves,salvage_subrogation
803d8da6-d6f,7517f039,2024-11-10,2024-12-06,Reopened,Catastrophe,Death,Canada,AUD,189518,0.0,189518.0,179461.941961418,135990.87576050241,29061.474565407607,11041.5367514275,8045.032681374317
8aa5295b-531,7517f039,2025-03-15,2025-06-07,Closed,Catastrophe,Collision,Canada,AUD,10000,0.0,10000.0,9284.845712858376,720.6201996749572,2321.8384429162734,806.4958560907525,602.6216277305998
32d305c2-ddc,7517f039,2025-03-13,2025-04-12,Closed,Catastrophe,Death,Canada,AUD,3998188,3406374.394737999,591813.605262001,3760770.7727813493,152409.5134608903,1095533.2385728734,340869.240376365,399079.37422090315
c225ccd5-b76,7517f039,2024-12-25,2025-01-12,Open,Attritional,Medical,Canada,AUD,906296,480499.20065775013,425796.79934224987,856743.7697857851,653427.0704412832,213779.02324400443,131665.72186906234,12940.046105910538
30c09744-797,7517f039,2025-06-14,2025-06-28,Reopened,Attritional,Water,Canada,AUD,194352,0.0,194352.0,160708.3754311388,136175.41788462567,33674.53428106411,17158.451867701733,11024.513060836607
ccaa7a9c-8df,73fb1927,2021-05-21,2021-05-24,Closed,Catastrophe,Death,Sweden,CAD,1437,965.274111619452,471.725888380548,1694.9837646218418,481.12490237613525,363.01047719491174,154.3225595465808,76.08338497676483
37b4c6f5-330,73fb1927,2021-02-04,2021-02-15,IBNR,Catastrophe,Collision,Sweden,CAD,4069,2733.263994557794,1335.736005442206,3661.4679265748146,415.4601641475946,1005.5922006443583,406.5109874283564,157.4651649379763
425af693-1aa,73fb1927,2021-04-29,2021-06-23,Open,Large,Collision,Sweden,CAD,1172,787.2660117035475,384.7339882964525,1267.6529258937599,226.32888473693959,260.6240116397978,139.93453112998102,117.03930045938986
18537250-2b5,73fb1927,2020-10-26,2020-11-30,Open,Attritional,Wind,Sweden,CAD,1748,1174.1817307660417,573.8182692339583,1714.468245523582,1413.8018512328977,330.4108729827622,102.74582154510699,119.20123469181138
9fc51370-8c6,73fb1927,2020-12-26,2021-01-24,IBNR,Catastrophe,Wind,Sweden,CAD,5130,3445.96812290034,1684.03187709966,5232.5941466430995,1340.6026595851656,820.7555518708933,337.3001929011797,364.0062248909283
2021d56d-c2f,73fb1927,2021-07-09,2021-08-26,Closed,Large,Disability,Sweden,CAD,7129,4788.753752077295,2340.246247922705,6342.647390035369,6320.7089330755925,1842.2272374347644,525.2192257781101,352.1882392059109
c5cdcd46-16e,73fb1927,2021-01-16,2021-01-25,IBNR,Large,Disability,Sweden,CAD,6819,4580.517861609634,2238.4821383903663,5809.164006167281,5426.708868868746,771.5672659636339,612.4552908876825,488.87702082393486
ba1d41f3-2a4,73fb1927,2021-03-18,2021-05-06,Reopened,Large,Other,Sweden,CAD,1027,689.8653532589959,337.1346467410041,851.8967928639371,898.7705858381738,234.63634625996272,97.56238070458969,69.84719333971196
844c3913-e0d,73fb1927,2021-01-08,2021-05-27,Closed,Catastrophe,Other,Sweden,CAD,500,335.86433946397074,164.13566053602926,436.3926273104275,434.81907627034803,93.2618286481975,70.53561354734435,2.7706425008888536
e15f8bb0-dd5,73fb1927,2020-09-17,2020-10-31,Closed,Large,Water,Sweden,CAD,500,335.86433946397074,164.13566053602926,432.39339191118,420.6320264875849,72.54702847154668,72.37415684048237,25.944889670210298
2291c4b3-908,73fb1927,2020-12-08,2020-12-20,Open,Large,Theft,Sweden,CAD,30616,20565.645234057858,10050.354765942142,32269.96316397089,15178.104698788624,3828.0427511210505,2457.927814062935,1633.2963359388739
be099d9f-a93,73fb1927,2021-03-30,2021-05-11,Closed,Catastrophe,Other,Sweden,CAD,1541,1035.1338942279579,505.86610577204215,1327.8453461045629,913.5966220959289,376.1990192323675,170.3019057015119,129.83387363387325
5efc4704-d46,73fb1927,2021-04-30,2021-05-03,Open,Attritional,Wind,Sweden,CAD,3035,2038.6965405463025,996.3034594536975,2483.1906291956893,1752.1308739412398,653.6001375067691,349.36794816687956,232.77205677810045
1fdd16ac-041,73fb1927,2021-02-14,2021-04-07,Open,Large,Disability,Sweden,CAD,12044,8090.300209008128,3953.699790991872,11030.722173807417,10369.705182237769,2367.7174780209502,1571.3664129374288,825.0029691360729
d9751cc9-74b,73fb1927,2020-12-15,2020-12-26,Reopened,Attritional,Fire,Sweden,CAD,2082,1398.5391095279742,683.4608904720258,1797.2493962742647,778.7920280560089,401.59371449764956,174.92809273084004,29.911821500060523
cc6a8f72-8ef,c5bfdde3,2023-06-14,2023-09-11,IBNR,Large,Water,Germany,CAD,37690,0.0,37690.0,41619.78546153205,17468.641128203057,4569.414491545375,2795.6099978695443,461.7850753374453
74b62beb-110,c5bfdde3,2023-08-20,2023-11-18,Closed,Attritional,Wind,Germany,CAD,253259,0.0,253259.0,207733.6982384199,215484.50928701207,69097.35451578778,23252.58869622475,24380.88562522822
f482710f-123,c5bfdde3,2023-03-24,2023-04-10,IBNR,Catastrophe,Liability,Germany,CAD,55127,0.0,55127.0,48287.593799256065,7905.66222636324,16493.66114509141,5329.761699550692,4846.080410730028
5fe9390f-dbd,c5bfdde3,2023-09-13,2023-09-23,Open,Attritional,Medical,Germany,CAD,70888,0.0,70888.0,71042.37883793165,61673.833679943484,10139.031564808036,6046.002705884932,358.2708203262
ef41db04-b9a,c5bfdde3,2023-09-12,2023-10-23,Reopened,Large,Disability,Germany,CAD,5000,0.0,5000.0,4016.354811894482,483.7368796704334,633.9349439923146,382.23644989545664,182.88881988770052
eca8d006-f72,c5bfdde3,2023-07-27,2023-09-12,IBNR,Attritional,Medical,Germany,CAD,5000,0.0,5000.0,4102.315374766017,2528.1758932467465,862.5237759442846,394.3008485195478,193.17441248988928
dd67e4f5-d8d,c5bfdde3,2023-08-20,2023-09-12,IBNR,Catastrophe,Other,Germany,CAD,7975,0.0,7975.0,6759.0071529182505,6998.656907632436,1425.7764218021284,1032.680539633804,270.42052671217084
b17fc2bf-c28,c5bfdde3,2023-07-08,2023-07-25,Closed,Attritional,Other,Germany,CAD,5000,0.0,5000.0,5018.245032450364,2250.3505660678975,545.3033524670748,318.5181867837602,166.52035267638362
06d712c5-e3d,c5bfdde3,2023-09-01,2023-09-04,Reopened,Attritional,Other,Germany,CAD,34436,0.0,34436.0,39851.1531793593,4332.148223451142,9858.122755342145,2818.69001736635,1353.178418777021
012635c2-79e,c5bfdde3,2023-11-13,2023-11-17,IBNR,Catastrophe,Liability,Germany,CAD,24462,0.0,24462.0,24533.575676982447,11221.763699310179,4842.725760568966,2600.1253263886842,1161.682278115189
af4403d1-e55,c5bfdde3,2023-01-10,2023-01-13,IBNR,Large,Wind,Germany,CAD,93356,0.0,93356.0,111276.54423950473,49042.88743899177,24211.968481852564,11439.136718699101,6423.300310168595
6b35f15e-1c8,c5bfdde3,2023-01-15,2023-01-17,Reopened,Large,Other,Germany,CAD,5000,0.0,5000.0,5155.268791728366,3246.3005053333804,1083.52327704764,335.2560308733297,314.51262057268184
febb1268-062,c5bfdde3,2023-11-15,2024-01-05,Reopened,Attritional,Theft,Germany,CAD,11694,0.0,11694.0,9502.874233209004,9979.480140436459,1426.4236452952503,606.8453575622327,366.8319901415831
f7a4c287-897,20ece4bf,2021-12-20,2021-12-22,Reopened,Catastrophe,Theft,Australia,EUR,64720,60129.72665066061,4590.27334933939,62399.85037254619,45140.586635659434,18387.22317546949,8884.876212080537,4762.338819650906
88a43358-6db,20ece4bf,2021-11-04,2022-01-31,Closed,Catastrophe,Theft,Australia,EUR,5000,4645.374432220381,354.6255677796189,5121.773545817278,4491.55290782467,978.3709833434011,438.4123880928479,478.34274609827406
4d08e133-11e,20ece4bf,2022-05-27,2022-10-02,IBNR,Catastrophe,Liability,Australia,EUR,5000,4645.374432220381,354.6255677796189,5351.7371531127355,3904.44481554747,1180.7458895691416,651.8262650568533,132.18109164415515
e64663a8-863,20ece4bf,2022-06-08,2022-06-10,Closed,Attritional,Collision,Australia,EUR,93732,87084.04725617616,6647.952743823844,95909.83118139184,18969.513484628427,27611.77178906384,7476.200843253513,2708.89358071072
0053c548-23c,20ece4bf,2022-01-18,2022-03-04,Reopened,Large,Death,Australia,EUR,5000,4645.374432220381,354.6255677796189,4697.606348402614,4201.651686468603,1295.4053560023335,386.7287683777115,60.93705286635754
da9f0431-ade,20ece4bf,2022-09-15,2022-11-25,Reopened,Large,Liability,Australia,EUR,136770,127069.57221895631,9700.42778104369,161640.74169842005,99042.57684921612,21622.04184261476,10772.420182256592,9767.310389115553
bd1109a8-4d4,20ece4bf,2022-03-30,2022-04-02,Reopened,Catastrophe,Collision,Australia,EUR,5000,4645.374432220381,354.6255677796189,5494.67699943601,962.940636346534,1327.9517035080335,385.5663609989879,281.00900983874243
4d90b5fd-ca6,20ece4bf,2022-02-20,2022-03-10,Closed,Attritional,Other,Australia,EUR,8036,7466.045787464596,569.9542125354037,8810.319955467492,1730.5836137499919,885.1901990276363,1129.2060158487031,181.34973495194504
865c1355-363,20ece4bf,2022-01-31,2022-02-01,Open,Attritional,Medical,Australia,EUR,79861,74196.84950631038,5664.1504936896235,74439.83162612894,33953.98357774135,18866.23464807592,5090.875481822188,7702.743326938678
86e5d13e-01f,20ece4bf,2021-12-23,2022-01-18,Reopened,Catastrophe,Death,Australia,EUR,32453,30151.267289769607,2301.7327102303934,32160.254733547365,5825.6502712989095,9501.680460825506,2664.9355436873316,2096.1325129292927
7024b278-262,20ece4bf,2021-11-18,2022-02-24,Closed,Catastrophe,Fire,Australia,EUR,5000,4645.374432220381,354.6255677796189,5826.459451339705,787.791489664334,1382.244973164833,337.8943537694313,459.81740592546697
4008fb42-62d,20ece4bf,2022-04-25,2022-06-24,Reopened,Attritional,Collision,Australia,EUR,5000,4645.374432220381,354.6255677796189,5753.486335835847,41.70225816044904,1067.9618686644953,303.650345386769,491.49694418550325
f5f29507-d40,20ece4bf,2022-02-26,2022-03-05,Reopened,Catastrophe,Disability,Australia,EUR,9185,8533.55283198884,651.4471680111601,9274.346296985703,7351.067490504015,1165.0253008186576,922.3693406237444,250.60085935590607
96f769bc-475,20ece4bf,2021-11-30,2022-04-27,IBNR,Attritional,Death,Australia,EUR,47586,44210.95754632781,3375.042453672191,50408.52245112719,30775.69141386466,4892.642106540053,3983.48201655855,1403.9024324927009
93f94536-86e,20ece4bf,2022-09-14,2022-09-16,Closed,Attritional,Other,Australia,EUR,19006,17657.997291756114,1348.0027082438864,21713.568184088537,15344.27525741961,5044.153723840308,1929.6424204189882,164.85380537378524
61c587ed-759,20ece4bf,2022-09-11,2022-10-03,Open,Attritional,Water,Australia,EUR,8935,8301.284110377821,633.715889622179,8854.420948002877,7525.439849571665,905.7054254041857,789.4737180690336,399.1581887340662
b05f30ae-d24,20ece4bf,2022-02-17,2022-03-18,IBNR,Large,Other,Australia,EUR,5000,4645.374432220381,354.6255677796189,5445.765056801994,51.46080387375596,1153.6833670701985,596.3842952113694,31.06216590026806
d20c707f-8a1,20ece4bf,2021-12-03,2022-01-01,Reopened,Large,Water,Australia,EUR,230484,214136.89612717647,16347.103872823529,221764.01704936323,104240.63546361809,64310.49246974589,27740.063967850834,7167.5441455490045
e3a46bf9-ff1,20ece4bf,2021-12-03,2021-12-29,IBNR,Large,Other,Australia,EUR,6636,6165.34094644289,470.6590535571104,5895.022222572975,5717.740070314156,1298.2430173285893,633.7238472506168,656.192871513727
b174cc66-422,20ece4bf,2022-04-13,2022-05-12,Reopened,Catastrophe,Disability,Australia,EUR,46974,43642.36371582404,3331.636284175962,54730.28841208421,32018.20513352767,12231.982548775037,6226.889923582724,3578.7593788522786
7bf20b44-fcf,20ece4bf,2022-09-17,2022-09-26,Open,Catastrophe,Death,Australia,EUR,6100,5667.3568073088645,432.6431926911355,6168.742422738593,1986.1989281980982,1729.03854227279,373.4473628377349,505.5521729146394
f763f8dd-f1c,20ece4bf,2022-06-19,2022-07-02,Closed,Catastrophe,Disability,Australia,EUR,5000,4645.374432220381,354.6255677796189,4299.704762764829,1476.5293698399294,1020.341541184787,308.1200110923321,102.70074276968077
672e030c-f5f,20ece4bf,2022-07-29,2022-08-24,Reopened,Attritional,Disability,Australia,EUR,5000,4645.374432220381,354.6255677796189,4890.965384374441,250.36112621758366,631.944339821099,457.7122869223299,281.9555925493567
d0f1df8d-c4f,bda388b5,2023-11-18,2023-11-23,Reopened,Catastrophe,Collision,United Kingdom,USD,45476,0.0,45476.0,49537.55396404872,16205.547180450905,11973.405380507009,5665.420466125965,2629.9283089824694
2e5c20e2-1a7,bda388b5,2023-02-28,2023-05-11,Reopened,Large,Wind,United Kingdom,USD,97141,0.0,97141.0,98740.46557993045,5267.963053594349,27087.154799724503,14436.485841596044,4585.746852134733
25aeec62-a04,bda388b5,2023-07-01,2023-07-17,Reopened,Attritional,Water,United Kingdom,USD,422234,0.0,422234.0,467130.5943486442,371777.01860397856,96765.96826968754,38860.81029020408,41921.781304519885
b494c0b8-afc,bda388b5,2023-08-19,2023-11-07,Reopened,Large,Medical,United Kingdom,USD,19011,0.0,19011.0,15819.053043950758,16496.413865435898,5226.328160613234,1203.3769208247488,1635.4908193807703
fc54281c-2dd,bda388b5,2023-04-06,2023-05-25,Closed,Catastrophe,Medical,United Kingdom,USD,12525,0.0,12525.0,12669.501123115488,8204.78089336433,1810.3389909954976,630.6003019184969,28.475997470763158
d97e9d53-cc6,bda388b5,2023-07-07,2023-11-14,Reopened,Catastrophe,Disability,United Kingdom,USD,39773,0.0,39773.0,38565.93765063463,13576.466666797272,5804.1857856710185,3820.6949203713316,616.9642376433436
49dc364f-ba2,bda388b5,2023-05-12,2023-05-26,Open,Attritional,Medical,United Kingdom,USD,2453,0.0,2453.0,2565.7626509133847,2066.9324789119473,681.4636823644922,181.6854419533299,16.50645847879321
49527c95-e45,bda388b5,2023-12-06,2024-03-20,Open,Large,Other,United Kingdom,USD,38225,0.0,38225.0,40855.24140777623,30006.28770289635,5693.492586064611,2080.3449006390515,1677.9353469108185
b91190ef-c53,bda388b5,2023-11-08,2023-11-26,Closed,Attritional,Water,United Kingdom,USD,38462,0.0,38462.0,38521.936856786495,10013.085779376985,10121.554201526136,4736.662543560829,1226.5673969751865
ee1f91c1-e5d,bda388b5,2023-12-08,2023-12-24,IBNR,Attritional,Collision,United Kingdom,USD,17725,0.0,17725.0,20392.671504212292,15724.308432467567,3620.334987369153,1619.2854659269597,487.71032410150315
4b107758-e53,bda388b5,2023-11-17,2024-01-16,Closed,Catastrophe,Medical,United Kingdom,USD,19712,0.0,19712.0,20152.371331148377,831.7613872141135,3329.021024895536,2253.7046279322385,751.3320115102679
949cc8a2-b79,bda388b5,2023-10-31,2023-12-20,IBNR,Catastrophe,Medical,United Kingdom,USD,457012,0.0,457012.0,440241.33716849756,123347.3765570204,62508.17996704758,47434.56719657763,11012.5353996329
b31fc966-9d4,bda388b5,2023-05-31,2023-08-25,IBNR,Catastrophe,Water,United Kingdom,USD,41147,0.0,41147.0,46179.70866113631,33874.96957110276,8742.79893353051,6039.499830012804,2293.067823962549
0334cf62-51a,bda388b5,2023-04-14,2023-06-09,Reopened,Attritional,Collision,United Kingdom,USD,11777,0.0,11777.0,10379.478682099305,6854.629332312131,3349.911366565733,1586.5189885975267,108.89484870968732
5d09d93d-03a,bda388b5,2023-05-13,2023-05-17,Open,Large,Medical,United Kingdom,USD,1000,0.0,1000.0,1069.4687682538313,542.6298404901682,274.7240916979079,68.81632939327554,76.169641753721
c47d539c-7f9,bda388b5,2024-01-14,2024-04-15,Closed,Large,Theft,United Kingdom,USD,1426,0.0,1426.0,1636.7478849095962,427.3263965048752,415.5420357022072,73.48658650818308,133.63898223264053
48469d42-562,bda388b5,2023-04-06,2023-05-09,Reopened,Attritional,Other,United Kingdom,USD,64278,0.0,64278.0,69517.13478289156,22945.243984467153,9504.543076045144,5281.176953740776,1819.4479098202105
7f81b23e-d64,bda388b5,2023-10-01,2023-10-29,IBNR,Large,Collision,United Kingdom,USD,4205,0.0,4205.0,3968.9222474437756,3341.001833714142,812.4094202662224,547.8343894753189,303.7749075250381
e82b5dd2-fe8,bda388b5,2023-07-18,2023-08-20,Closed,Large,Liability,United Kingdom,USD,11995,0.0,11995.0,11582.03695843624,6072.735695341437,1730.3365618606244,774.784294366507,312.7985448367686
431fb47e-9aa,bda388b5,2023-12-01,2023-12-23,Reopened,Large,Water,United Kingdom,USD,27714,0.0,27714.0,24346.103626596592,5737.262580949003,5929.629311015925,2066.7161673826286,1526.0507146178222
9cce9ff5-bbc,bda388b5,2024-01-21,2024-03-18,IBNR,Large,Death,United Kingdom,USD,490178,0.0,490178.0,581646.8357696956,283090.0538414246,97113.63229565656,32755.343210523446,38967.95076748357
fd4108c1-e9e,bda388b5,2023-05-02,2023-05-26,Closed,Catastrophe,Disability,United Kingdom,USD,171640,0.0,171640.0,170837.8453520237,141638.95012242702,35774.47397050132,19598.017626062137,1008.0769333316522
deeb435c-adc,bda388b5,2023-02-22,2023-03-09,Open,Catastrophe,Fire,United Kingdom,USD,30704,0.0,30704.0,33950.503941214105,11395.881717343524,8244.2985970811,2245.7930870345886,2171.293428395103
b53204e7-e48,bda388b5,2023-02-09,2023-02-13,Closed,Catastrophe,Death,United Kingdom,USD,432825,0.0,432825.0,410872.23592486774,240673.08237153955,101000.12316378485,48325.74924613286,20914.283779136647
185d9d9a-db7,bda388b5,2023-10-12,2023-10-19,Open,Attritional,Disability,United Kingdom,USD,127471,0.0,127471.0,130104.22254116753,1359.589282407519,26244.179372110408,9875.697651134484,12460.02699985465
0d97f12f-868,2827541a,2022-08-01,2022-08-13,Reopened,Attritional,Wind,France,JPY,5000,0.0,5000.0,5836.097688918023,2359.7343055161737,740.9688323135082,559.8904212059675,126.20909815734022
a98a9c54-e34,2827541a,2023-01-21,2023-02-07,IBNR,Large,Wind,France,JPY,109077,0.0,109077.0,103538.13902778723,39859.426608132475,23233.448610975425,16255.014839216652,2463.583154484133
78fece3d-214,2827541a,2023-07-09,2023-09-17,Open,Catastrophe,Fire,France,JPY,11617,0.0,11617.0,9728.078148618692,3965.3191317239475,2445.846524603294,646.0387247861195,10.978265572303538
729aae6d-1e1,2827541a,2022-10-19,2022-12-03,Open,Large,Medical,France,JPY,5000,0.0,5000.0,5289.814483886604,1490.7177764650792,1477.32922328979,736.9198728179998,447.3956060713499
689f4b61-ff7,2827541a,2022-08-14,2022-08-29,Closed,Attritional,Other,France,JPY,47419,0.0,47419.0,46954.29925594049,1987.1298815424525,5447.00213072289,6759.980610922729,4264.445917236785
ae2be1db-f8b,2827541a,2023-05-08,2023-08-05,Open,Attritional,Liability,France,JPY,14694,0.0,14694.0,11847.232020300116,2739.5832130455797,1893.150160300176,1940.6229755376137,1206.2339686114801
06e8eda5-7a0,2827541a,2022-09-01,2022-09-05,IBNR,Attritional,Other,France,JPY,7891,0.0,7891.0,7071.826434102051,5927.604812715614,1403.2669577471656,1101.9984827418461,261.7680164455849
b9456ee2-343,2827541a,2022-10-03,2022-10-11,Open,Catastrophe,Liability,France,JPY,33980,0.0,33980.0,27913.841903028977,13367.032948459893,9097.632973139136,2856.33415252241,2613.0812101357733
24475d98-888,2827541a,2023-05-24,2023-06-11,Reopened,Large,Fire,France,JPY,8013,0.0,8013.0,8442.890871021656,5650.714113885399,1523.3517421218833,583.4572917901837,443.14912900282263
de438463-521,2827541a,2023-02-01,2023-02-12,Reopened,Attritional,Other,France,JPY,16740,0.0,16740.0,17815.859092719606,1291.0675763150607,3745.1260005901045,2172.9443609457976,1193.7436837036178
416784ba-e60,2827541a,2022-09-04,2022-10-04,IBNR,Attritional,Medical,France,JPY,6494,0.0,6494.0,7043.852577252935,3704.8970947212474,1610.064289322801,530.3508417057895,69.19416596169297
a060efd4-c1a,2827541a,2022-07-26,2022-07-30,IBNR,Large,Liability,France,JPY,7075,0.0,7075.0,7814.61057009875,650.9585293660931,831.0255837824893,658.6680075530477,394.06691029651876
5514ae1b-53a,2827541a,2023-04-12,2023-04-16,Reopened,Attritional,Fire,France,JPY,5000,0.0,5000.0,4179.237683920775,2493.989124289074,1096.9245552870912,642.2193621264037,431.8590886340958
798f9efa-d8f,2827541a,2022-07-30,2022-08-11,IBNR,Large,Medical,France,JPY,19493,0.0,19493.0,21669.737350374602,12716.442946593168,4130.709177309589,2909.7789791096206,473.1779949413422
5533ac78-288,1f3a8cb8,2021-10-28,2021-11-30,Closed,Catastrophe,Medical,United States,JPY,53278,44926.7804717643,8351.219528235699,46234.68559326864,12894.718085063281,8187.835467703128,3441.411537440678,890.847589764507
e01874b5-630,1f3a8cb8,2021-06-25,2021-06-26,Reopened,Large,Death,United States,JPY,49554,41786.5099947034,7767.490005296597,55156.90475755858,16105.665513235746,14313.398327543624,6050.045146698444,2456.8993949364735
ce545b40-dbc,1f3a8cb8,2021-12-16,2021-12-21,Closed,Large,Wind,United States,JPY,21189,17867.66679335211,3321.3332066478906,18099.55502385914,129.05441168068432,3795.7634661754228,2842.7446051249294,804.9488280799806
248cd24d-81f,1f3a8cb8,2021-07-22,2021-07-24,Reopened,Large,Medical,United States,JPY,40232,33925.71477795753,6306.285222042468,45308.88364366433,31121.770183560722,11862.207069506669,2559.255974053675,1290.100053105053
3d0afa34-eb5,1f3a8cb8,2022-01-25,2022-01-28,Closed,Large,Liability,United States,JPY,10000,8432.520078036769,1567.4799219632314,8710.549085276563,3584.156242896073,1638.275329641225,1234.8743654411865,632.9024619684168
26939512-592,1f3a8cb8,2021-11-25,2021-12-08,Closed,Large,Medical,United States,JPY,100827,85022.57019082134,15804.429809178662,91966.32914701906,71312.9083104627,17443.384317789925,14439.103479403522,2014.5239511344391
a0182106-114,1f3a8cb8,2021-11-10,2021-12-01,Closed,Catastrophe,Disability,United States,JPY,126137,106365.2785083324,19771.721491667602,102267.64687999232,82555.66086364818,36402.50538121059,8951.291977182322,10061.765856633816
cd880251-927,1f3a8cb8,2022-01-24,2022-03-13,Open,Large,Death,United States,JPY,180834,152488.63357917013,28345.366420829872,154734.52698946802,49286.19426820047,27222.087962565805,11829.133765959035,7651.592063561013
a7ff0514-e11,1f3a8cb8,2021-08-16,2021-09-14,Open,Large,Other,United States,JPY,1367350,1153020.6328703577,214329.36712964228,1355992.6266936401,493236.7648499871,275278.35948927986,194217.32534463977,94580.81177857776
d9a00031-6b0,1f3a8cb8,2021-11-09,2021-12-20,Open,Large,Disability,United States,JPY,34512,29102.313293320498,5409.686706679502,35807.165554025414,28402.03430657094,4206.1115208061665,2582.2947196775285,2293.9915434927225
eeffa3c3-680,1f3a8cb8,2021-04-30,2021-05-06,Open,Catastrophe,Medical,United States,JPY,41431,34936.77393531414,6494.226064685863,49167.180829952355,12364.544667557255,10740.829846057599,2510.48887175918,408.53683285995527
9187cf25-cd5,1f3a8cb8,2021-05-28,2021-06-16,Closed,Large,Liability,United States,JPY,10000,8432.520078036769,1567.4799219632314,9564.53667471001,6951.080092161888,2177.179913080294,1000.4657816197346,344.9673875995183
c1387453-d61,1f3a8cb8,2021-02-16,2021-03-16,Reopened,Attritional,Collision,United States,JPY,33985,28657.91948520796,5327.08051479204,32842.769975378535,29415.889363620416,4187.423290107151,4896.137923459837,481.48308846201684
08491449-3d3,1f3a8cb8,2021-07-13,2021-08-23,IBNR,Large,Theft,United States,JPY,10000,8432.520078036769,1567.4799219632314,10084.459319201886,3134.702669720819,1195.246062251418,1221.993943279708,452.44719325683616
3425f2ed-8ff,1f3a8cb8,2021-03-10,2021-03-11,IBNR,Attritional,Wind,United States,JPY,1367514,1153158.9261996374,214355.07380036265,1106365.3844927477,422247.5067376073,166662.39968364465,177783.6747665647,127168.1964487401
d54f0fb3-1f5,1f3a8cb8,2021-06-08,2021-08-14,Closed,Catastrophe,Water,United States,JPY,13768,11609.893643441024,2158.1063565589757,12837.226231062414,5283.2283063329905,2649.1123280766415,1786.7501693373122,867.0540070321649
6929bc9d-07a,1f3a8cb8,2021-05-10,2021-05-31,Reopened,Large,Fire,United States,JPY,14318,12073.682247733046,2244.317752266954,15677.570670064637,11379.769386242047,2719.2030025708145,1330.9337578917673,6.371572034362272
0b9b3348-35d,1f3a8cb8,2021-05-24,2021-06-10,Closed,Large,Wind,United States,JPY,198532,167412.5076132796,31119.492386720405,204674.41372621368,142854.121725689,41171.12980932222,17188.762171532537,3912.5549993592504
782e1c4d-425,1f3a8cb8,2021-04-03,2021-04-25,IBNR,Catastrophe,Death,United States,JPY,21455,18091.97182742789,3363.0281725721106,21692.850298445628,12340.867234920535,4707.101828453326,2384.3122175537283,1259.4186150996752
5cd8f248-4cb,1f3a8cb8,2021-08-01,2021-08-15,IBNR,Large,Other,United States,JPY,16960,14301.55405235036,2658.4459476496395,14738.426648262146,10281.660394372091,4411.6805957625265,2406.0856553477474,1000.9255470018039
fa97e43c-b4b,1f3a8cb8,2022-01-14,2022-01-14,Closed,Large,Wind,United States,JPY,11462,9665.354513445745,1796.6454865542546,10263.408236176567,1206.4215035814832,2001.9668370785857,735.1251622938175,445.2565992831116
6460ad6d-a68,1f3a8cb8,2021-12-06,2021-12-17,Closed,Catastrophe,Medical,United States,JPY,31699,26730.245395368755,4968.7546046312455,30723.162541175505,13884.263250509575,6576.777095933452,4498.59844348587,2950.2098830318573
8c9ad256-2ca,1f3a8cb8,2021-05-03,2021-05-06,Closed,Large,Collision,United States,JPY,280844,236822.26687961584,44021.73312038416,240435.77604120228,79513.11867366915,53416.583325674495,15547.840144229474,10083.39972692959
4f3c3107-a96,1f3a8cb8,2021-02-08,2021-03-14,Reopened,Attritional,Theft,United States,JPY,1585499,1336975.215120722,248523.78487927793,1785408.823476303,1375335.051694468,318824.1949689916,157752.3698822335,108558.5886476188
d2c88c97-816,1f3a8cb8,2021-09-04,2021-10-20,Reopened,Large,Water,United States,JPY,18307,15437.414506861913,2869.5854931380873,15250.98045850914,508.47024438584003,4617.232703142216,1450.0789974291242,503.17323748335866
b5382c54-0f4,1f3a8cb8,2021-11-06,2021-11-29,IBNR,Attritional,Death,United States,JPY,161419,136116.8958476617,25302.10415233829,165657.8927176641,112233.48048407861,32132.49690374918,16316.329052025381,9244.692987379523
a677390b-6dc,1f3a8cb8,2021-06-21,2021-07-17,IBNR,Catastrophe,Fire,United States,JPY,54108,45626.67963824135,8481.320361758648,59735.32140572841,21493.31660637762,7775.773403905011,5005.826978997549,3982.287645156284
e6d4e071-60b,8e81bc25,2021-01-18,2021-01-31,Closed,Large,Fire,France,CAD,139758,97186.26666400218,42571.73333599782,136947.87710771718,43844.77901405965,36804.67071974064,13124.253155704786,13891.353804500128
0f006a42-e41,8e81bc25,2020-06-19,2020-07-20,Closed,Catastrophe,Other,France,CAD,5000,3476.9482485439894,1523.0517514560106,5378.267174223524,3874.719133216089,1110.2618026194768,464.0835306271225,308.0755998910776
827e9703-0c3,8e81bc25,2020-06-03,2020-10-10,Closed,Attritional,Other,France,CAD,44104,30669.465110756824,13434.534889243176,41472.14635349427,11157.276301850603,9162.769590977005,3632.6419073654884,3105.1587108450835
80c1c813-6cc,8e81bc25,2020-07-16,2020-08-12,IBNR,Catastrophe,Wind,France,CAD,5000,3476.9482485439894,1523.0517514560106,4271.177812856018,3375.423614201022,911.5962231067472,279.6429432648652,138.6617677921339
e7a1e618-e55,8e81bc25,2021-01-19,2021-01-23,Closed,Catastrophe,Water,France,CAD,5274,3667.4850125642,1606.5149874357999,4745.9191095927,3376.7067895,1401.2826054865177,665.3011700368766,356.64610362135153
75c5aca8-795,8e81bc25,2020-10-26,2020-11-03,Closed,Catastrophe,Collision,France,CAD,5000,3476.9482485439894,1523.0517514560106,5255.625641557948,1688.2754753080214,575.516273331849,647.2993153338323,384.4421174119964
