policy_number,age_at_issue,gender,smoker_status,annual_income,face_amount,annual_premium,state,occupation,issue_date
POL0BCF08BE,27,F,Non-Smoker,37685.35378645381,440688.90993479284,3384.490828299209,NC,Teacher,2021-10-29
POLC5426EEE,44,M,Non-Smoker,41755.55712022526,604864.0501690658,8535.841475985855,NC,Accountant,2021-04-02
POL9A59EA86,52,F,Smoker,109593.15952639793,1068128.7704540226,36530.00394952757,CA,Salesperson,2025-02-07
POL22830238,52,F,Non-Smoker,122658.18841822074,1297895.6610758717,17755.212643517923,NY,Engineer,2021-11-18
POLB4B9AF45,26,F,Smoker,31045.69017898098,211113.93360251494,3926.719165006778,PA,Teacher,2023-08-17
POL5EC3920D,38,M,Non-Smoker,90582.66009977424,812869.7589275006,10066.579094558167,TX,Manager,2023-10-01
POL3EF2CC45,58,M,Non-Smoker,86745.3945206854,654255.0874040626,11870.80430585931,TX,Salesperson,2022-09-30
POL1C926EA8,44,F,Smoker,84565.16798894275,535056.2098929295,15730.652570852128,NY,Engineer,2023-07-28
POLC8EA7D71,32,F,Non-Smoker,81488.25173088076,769045.5544176481,6829.124523228716,PA,Accountant,2023-04-08
POLA2BBF38E,58,M,Non-Smoker,69925.97589400859,1033947.3575889637,18759.940856094156,MI,Accountant,2025-04-29
POL5A11E1E9,42,F,Non-Smoker,79664.00299942723,422527.5631454621,4766.110912280813,GA,Teacher,2021-09-03
POLC572CD65,28,F,Non-Smoker,61673.77552639956,441383.88698798604,3495.760384944849,PA,Nurse,2024-03-26
POL3290F8B9,50,M,Non-Smoker,94196.17597910632,770629.7987515246,12206.776012224147,CA,Teacher,2021-11-05
POLBA8FAC5C,37,M,Non-Smoker,53731.558755376005,573324.4692014676,6934.932779460953,NC,Manager,2022-08-19
POL12F35D1E,58,F,Non-Smoker,121448.75486691929,1588362.6120651907,24016.042694425683,TX,Nurse,2024-01-05
POL65DDA23D,47,M,Non-Smoker,51894.13453240016,683878.6610558669,10241.766827972662,GA,Accountant,2022-02-25
POL03B5E799,31,F,Smoker,53979.567075544626,483750.13917993166,10449.003006286526,PA,Manager,2022-03-26
POLB17A2EB1,53,F,Non-Smoker,55181.95467150486,406991.26798141585,5665.318450301308,CA,Manager,2024-05-30
POLBF720398,62,F,Smoker,139108.72262269034,1557308.7202183108,62603.81055277609,NC,Manager,2021-01-05
POLD11AC074,50,M,Non-Smoker,115076.41469354223,1550271.899389154,24556.306886324193,PA,Nurse,2022-12-11
POLD5326B3A,49,F,Non-Smoker,115711.90454707383,1196001.1922647299,15500.1754517509,OH,Accountant,2025-08-24
POLB5EE729B,68,F,Non-Smoker,49177.20948471236,254852.32280078952,4465.012695469833,OH,Manager,2025-08-19
POLE2D2832E,40,M,Non-Smoker,69524.72238834114,992141.8056553599,12858.157801293464,NY,Nurse,2021-01-06
POLDDACCC20,46,M,Non-Smoker,84361.69707335456,562128.6524282828,8256.545646866618,NY,Nurse,2021-09-19
POLB7C022A7,51,F,Non-Smoker,177573.41274855414,1047019.6129017951,14071.943597400128,TX,Engineer,2021-12-23
POL1A6CA812,37,M,Non-Smoker,100600.3941359277,625619.8609734924,7567.497838335364,OH,Salesperson,2025-04-27
POLDB6F707E,63,F,Non-Smoker,70968.84396262479,757459.1437424638,12361.73322587701,MI,Salesperson,2025-01-21
POL64A6D494,28,F,Smoker,49530.91747313999,651702.3747680642,12903.707020407672,GA,Nurse,2025-01-18
POLAE5A131A,37,F,Non-Smoker,76107.44825369513,554122.9356816553,5585.5591916710855,NC,Engineer,2022-07-02
POL9AD516D2,66,F,Non-Smoker,86041.4161829007,734295.8407597033,12512.401126545345,MI,Manager,2021-06-10
POL62194603,28,M,Non-Smoker,41189.26179262736,480905.18457872083,4570.522874236162,TX,Manager,2024-10-27
POL702DBB69,34,F,Non-Smoker,109050.4626664124,1184951.5564652479,11091.14656851472,CA,Manager,2024-03-03
POL44ABC9D8,58,F,Non-Smoker,57345.777731042406,465803.57299951086,7042.9500237526045,FL,Salesperson,2023-09-17
POLE38F0B04,56,M,Non-Smoker,88759.12707375894,671803.496132616,11802.243820057794,NC,Accountant,2025-08-03
POL0A725252,26,M,Non-Smoker,74317.48550640544,700603.5451528,6254.988451124199,OH,Teacher,2023-12-03
POL00925B95,35,M,Non-Smoker,98925.57187992024,621642.6445032548,7161.323264677495,FL,Salesperson,2020-09-09
POL96F5C3AF,62,F,Non-Smoker,75861.77498798691,444290.7435074269,7144.195155599425,CA,Salesperson,2024-09-26
POL4B565BCA,33,M,Non-Smoker,70556.51398514265,512703.4260612192,5611.0262948139825,NC,Salesperson,2022-02-23
POLCAE5E3A3,26,M,Non-Smoker,47727.738721966685,368051.2336539522,3285.9614140624853,GA,Engineer,2023-12-21
POLF47E536D,68,M,Non-Smoker,70957.78289856375,591079.6890087188,12426.859381719305,IL,Engineer,2025-05-07
POL7A49C6FE,68,M,Non-Smoker,140389.81869454207,1355050.4091146567,28488.579801226544,GA,Accountant,2021-04-28
POL078DEDFD,60,F,Non-Smoker,96385.61411422011,1093938.2098939498,17065.43607434562,NC,Engineer,2021-03-24
POLA1B3A036,54,F,Non-Smoker,68169.16071921516,794110.5457026724,11244.605327149842,NY,Manager,2021-03-09
POLD480BEB1,54,F,Non-Smoker,123159.37016101925,1107591.8176685462,15683.500138186617,GA,Accountant,2023-06-02
POLB33128A4,44,M,Non-Smoker,107922.93671912685,1101847.8317401838,15549.276601517473,IL,Accountant,2022-01-05
POLBB15A24A,32,F,Non-Smoker,78257.38387813678,491232.150543251,4362.141496824069,IL,Salesperson,2023-09-05
POL17DB4B00,38,F,Smoker,61122.3625609201,538432.7140165066,13891.564021625869,TX,Manager,2024-03-29
POLD1A71B6A,33,M,Non-Smoker,52727.7113169913,698793.0332732307,7647.590956142235,OH,Engineer,2021-09-01
POLBA6648AF,42,F,Non-Smoker,74863.52880375975,1117082.1452248602,12600.686598136426,PA,Salesperson,2023-10-28
POLABD3F0E9,36,F,Non-Smoker,96451.0230042855,594491.6962152064,5849.798290757632,TX,Nurse,2021-12-21
POLC604B1A4,54,M,Non-Smoker,92099.44808785635,1188110.9120041688,20188.380616774837,NY,Accountant,2023-02-04
POL644EC22C,39,M,Non-Smoker,82598.99021028426,556324.4481975709,7049.7434075596175,TX,Manager,2025-03-07
POLC8849AC1,38,F,Non-Smoker,103882.11880911767,657080.0320346698,6781.0659305977915,IL,Teacher,2024-11-18
POL084FC608,55,F,Non-Smoker,98009.13869908021,1084228.976123005,15612.89725617127,IL,Accountant,2021-02-10
POL893E32A2,27,M,Non-Smoker,52444.01359835262,326076.90121991624,3005.1247216427478,PA,Engineer,2022-10-08
POL8D7D8FA4,49,F,Non-Smoker,101173.00062506256,586768.3920602831,7604.518361101269,NY,Engineer,2022-01-13
POL68411C6E,30,M,Smoker,76111.86274192677,658214.0335499113,16586.993645457762,FL,Nurse,2020-09-01
POL639EC165,58,M,Non-Smoker,79316.0998426561,442713.753328682,8032.598340395605,TX,Nurse,2024-07-04
POL93872404,39,M,Non-Smoker,63332.169392377575,393536.56241373543,4986.895318906855,FL,Salesperson,2023-11-03
POL1052DDC0,28,M,Non-Smoker,39780.7506339915,289959.7451386491,2755.777417797721,PA,Salesperson,2021-12-17
POL925FF351,53,F,Non-Smoker,39506.883242114614,249174.01213465183,3468.5022489143535,NY,Accountant,2024-05-11
POL7C434505,59,F,Non-Smoker,112499.32592650213,1028389.809688645,15796.067476817585,OH,Nurse,2023-05-30
POL59B609B5,46,M,Non-Smoker,63264.88196351734,581138.9460101265,8535.768838996739,IL,Nurse,2022-10-16
POLB882A4E0,47,F,Smoker,66730.54207487428,690868.0628744079,21555.08356168152,CA,Nurse,2020-09-12
POL475D2569,50,M,Non-Smoker,84610.49402248017,515900.8099349269,8171.86882936924,PA,Salesperson,2021-01-10
POL7BA8E4C0,50,F,Smoker,101133.22493103109,1380125.0639280595,45544.12710962595,TX,Manager,2025-01-25
POL375C3E77,53,M,Non-Smoker,132158.55219060142,1839758.970170451,30731.33383772721,NC,Teacher,2025-03-04
POLB3EA7B4B,33,F,Non-Smoker,70435.0501270916,921912.7223087595,8407.844027455887,CA,Engineer,2023-05-19
POLA92F74D6,64,F,Non-Smoker,129777.52755866524,1810549.310421253,29982.69658057595,GA,Teacher,2024-10-28
POL20A37497,41,M,Smoker,107967.67251034078,1099551.4379528374,36417.143624997974,FL,Nurse,2023-07-26
POL927750CF,68,F,Non-Smoker,79356.97922438054,464073.2786793042,8130.56384246141,CA,Nurse,2021-05-23
POL771BF4BF,48,M,Smoker,77053.57543920355,412676.5020616327,15747.735318671906,NY,Nurse,2021-04-15
POL58613211,55,F,Non-Smoker,121848.12947093342,1415108.365814449,20377.560467728064,FL,Manager,2022-03-12
POL307C9030,29,F,Non-Smoker,36951.055258467626,491646.5222191042,4011.8356213078905,GA,Engineer,2025-02-23
POLC479C866,56,F,Non-Smoker,89555.34584410193,651821.7942308045,9542.671067538977,NC,Engineer,2024-08-19
POL689168B3,27,M,Smoker,48442.74982123865,540142.9425814358,12444.893397076281,NC,Teacher,2024-12-15
POLDBFFB002,34,M,Non-Smoker,116067.70916992277,1448609.948128078,16270.78693737457,TX,Manager,2025-02-23
POLA4079946,39,F,Smoker,128672.39313565519,1413506.8677838945,37316.58130949482,NC,Teacher,2021-09-13
POLBDE2104B,38,F,Non-Smoker,89239.24287607349,660988.5680775843,6821.40202256067,PA,Salesperson,2021-11-24
POLC9BEB950,45,F,Non-Smoker,78397.96035237385,1031675.5594708938,12380.106713650728,OH,Teacher,2021-03-01
POLEB574310,65,F,Non-Smoker,58571.929143677626,865925.8066011432,14547.553550899207,GA,Accountant,2024-07-21
POL5090E172,47,M,Non-Smoker,89940.65347204517,609283.8620686888,9124.635118340684,IL,Accountant,2025-01-27
POL7B9FB345,49,M,Non-Smoker,84554.34798710965,1114244.7935303221,17328.73502898357,FL,Salesperson,2022-09-07
POL292E4475,46,M,Non-Smoker,61687.483233652,672608.0487402673,9879.267019897046,GA,Manager,2023-10-03
POL27FAD70C,43,M,Non-Smoker,78750.85330259691,1084508.273848315,14992.242377679107,PA,Engineer,2021-06-04
POL725B068C,40,F,Non-Smoker,58008.88234517187,720303.2888288437,7779.275519351513,FL,Teacher,2025-04-20
POLD12689AB,64,F,Non-Smoker,94095.55454007415,763048.0736164979,12636.076099089205,PA,Accountant,2024-12-22
POL32FFBB6D,51,M,Non-Smoker,108604.49428642404,928986.0850252568,14982.687579287343,NC,Salesperson,2025-07-14
POL6585B6F8,46,F,Non-Smoker,82371.1799307195,420942.77048699616,5152.339510760833,NC,Engineer,2024-09-15
POLBACCF588,44,M,Non-Smoker,82540.41650778663,535594.899413656,7558.315220525513,OH,Accountant,2025-01-22
POL8B03EEBA,43,F,Non-Smoker,58693.70457004703,717278.7061051165,8263.050694330943,GA,Accountant,2020-10-10
POL6A404061,50,M,Non-Smoker,45350.22183596478,413876.02934831637,6555.796304877331,GA,Nurse,2024-05-02
POL88FCD372,62,F,Non-Smoker,75022.87414759073,676951.743153169,10885.38402990296,OH,Salesperson,2022-04-24
POL20B9546E,38,M,Non-Smoker,52628.27352093208,317947.0611684213,3937.4564055097285,MI,Salesperson,2025-04-22
POLDF6A8427,48,F,Non-Smoker,62181.109601149066,823930.4260134436,10480.395018891004,CA,Accountant,2024-08-30
POL8497289D,46,M,Non-Smoker,96143.62260991482,1197877.6307636125,17594.42664065594,MI,Accountant,2024-12-21
POL8C0C607A,55,M,Non-Smoker,42581.528440695794,265017.5359287009,4579.503020847951,CA,Teacher,2024-09-15
POL3807254C,52,F,Non-Smoker,94966.53223772332,1422928.6724401107,19465.664238980717,IL,Nurse,2021-12-26
POL5BB794D9,41,M,Non-Smoker,50358.79820482706,597210.6638763006,7911.846875033229,OH,Teacher,2024-08-03
POL52763D08,40,F,Non-Smoker,74644.89982290447,795378.7038786028,8590.090001888912,MI,Engineer,2021-03-11
POL470CAA97,37,M,Non-Smoker,124410.23756330252,1490024.8729236214,18023.340862884124,FL,Nurse,2025-01-05
POL67AD5054,66,M,Non-Smoker,140447.36355026969,1019003.6693482554,20836.587030833125,PA,Nurse,2024-12-11
POL0401F472,61,F,Non-Smoker,104669.5228656035,1262334.3409904207,19995.37596128826,MI,Salesperson,2021-10-06
POLD08371D8,63,F,Non-Smoker,82417.73138052842,1161587.4225529938,18957.10673606486,GA,Teacher,2024-09-25
POL760828DF,30,F,Smoker,65247.77918776749,586470.5479211856,12315.881506344898,NY,Teacher,2022-12-14
POLC23B90FA,45,F,Smoker,67603.70494221564,376589.6300537761,11297.688901613283,IL,Salesperson,2022-03-06
POL13019D70,59,M,Non-Smoker,61674.84062517533,829396.7415735975,15287.44074068455,IL,Salesperson,2024-08-18
POL3EE93B20,69,M,Non-Smoker,47545.903608275694,259838.64204745492,5537.681139315359,TX,Engineer,2021-10-15
POL47B07B8A,45,M,Non-Smoker,44196.18037010326,618672.870340798,8908.889332907493,TX,Manager,2020-10-08
POL8DFB4EE4,48,F,Non-Smoker,55119.077652246684,791963.2885729425,10073.77303064783,MI,Engineer,2021-08-13
POL81724903,38,F,Non-Smoker,53751.32180076296,572629.0933756733,5909.532243636948,FL,Manager,2022-04-17
POL093B1758,45,M,Non-Smoker,88908.23485347908,755281.1203902187,10876.04813361915,NC,Teacher,2024-12-22
POLD2BAA392,28,F,Non-Smoker,48707.39267648431,509043.6535335848,4031.6257359859915,GA,Nurse,2025-06-27
POL139805D5,58,M,Non-Smoker,71201.0692546748,742303.7594872809,13468.359412137223,OH,Accountant,2022-01-17
POL2DC670A7,41,M,Non-Smoker,88489.5115087062,821740.6347348004,10886.419928966636,PA,Engineer,2023-11-10
POL7CE39000,26,F,Smoker,39492.121297337835,537877.5219208768,10004.521907728309,FL,Nurse,2022-08-26
POL5C6AC10B,46,M,Non-Smoker,68498.59340062168,586329.7209333198,8612.010941068602,FL,Manager,2025-07-23
POL1CB63B22,56,M,Non-Smoker,90894.9631165472,604184.5947856312,10614.314961193968,NY,Accountant,2023-05-02
POLD2A147C1,46,F,Smoker,83494.05162818693,552413.1868173385,16903.84351661056,NC,Engineer,2025-05-07
POLC46AEF9A,50,F,Non-Smoker,66118.95926207233,695911.0481859549,9186.025836054605,GA,Accountant,2021-03-24
POL2E6881DC,32,M,Non-Smoker,109602.6580759752,955661.3806696497,10183.527672415787,OH,Teacher,2025-07-03
POL714465F8,67,M,Non-Smoker,73973.120930342,1083319.0861866735,22463.70457116686,GA,Salesperson,2021-07-18
POL98C9B361,32,F,Non-Smoker,83618.0460003568,948715.6478191733,8424.59495263426,OH,Teacher,2025-06-19
POLF91B6C74,39,M,Non-Smoker,113070.8597797424,1168054.6219681443,14801.588169580324,MI,Salesperson,2021-12-24
POL5A571D82,30,F,Non-Smoker,96315.60152468977,1354335.3341264988,11376.416806662588,TX,Manager,2021-03-12
POLEC8FA0D2,62,F,Smoker,74763.10767248941,524848.7300454997,21098.91894782909,GA,Nurse,2022-10-28
POL1B2D87D6,67,F,Non-Smoker,65683.59320388794,977645.1036670521,16893.707391366657,OH,Nurse,2024-04-18
POLFEF1367F,54,M,Non-Smoker,119745.27755925478,797449.5377913824,13550.26254615117,IL,Engineer,2022-03-22
POL2C815099,51,M,Non-Smoker,73114.03570701373,642692.2069381675,10365.339913498767,FL,Nurse,2023-09-07
POL27F818BF,53,F,Non-Smoker,100510.13280029726,1425442.7438052907,19842.162993769645,IL,Manager,2023-03-18
POL840A645F,68,F,Non-Smoker,92357.22787241344,751843.9834514179,13172.306590068842,GA,Engineer,2022-07-30
POL66B5CA3E,27,F,Non-Smoker,56053.39164874739,574791.0476322274,4414.395245815506,PA,Salesperson,2023-07-15
POL4C06ED7A,50,F,Smoker,71741.24480500308,608323.7238861609,20074.682888243307,TX,Engineer,2021-12-04
POL59723275,47,M,Non-Smoker,66305.67675710743,565172.9768575644,8464.030501418883,PA,Salesperson,2024-03-12
POL1687AD39,54,M,Non-Smoker,64815.23594124154,762342.2619471352,12953.719715005722,TX,Manager,2020-08-29
POLC5C86331,52,F,Non-Smoker,93686.96271721734,625015.7188616651,8550.215034027578,NY,Salesperson,2025-04-13
POLE5549517,32,M,Smoker,70120.24583105405,958113.5827954115,25524.145845669762,IL,Nurse,2023-05-06
POL56055760,38,M,Non-Smoker,62754.80124298711,459844.056545271,5694.708796256636,NC,Manager,2024-04-01
POLFDAD28E0,37,F,Non-Smoker,97053.78225013101,485451.7601460603,4893.353742272288,TX,Accountant,2024-05-12
POLD6BA2B4F,38,F,Non-Smoker,83207.82861127541,870893.2572168196,8987.618414477578,FL,Manager,2024-01-03
POL82F9A9EC,38,F,Non-Smoker,73897.20770543502,389567.61661181157,4020.3378034338953,IL,Accountant,2022-06-22
POL80078073,43,F,Non-Smoker,68483.90656892865,908123.3452108427,10461.580936828906,FL,Teacher,2020-12-31
POLB5AEB374,44,F,Non-Smoker,101337.04835438103,1143323.1995527302,13445.480826740106,NC,Salesperson,2023-12-22
POL79BA4B6A,38,M,Non-Smoker,139009.70901993173,862203.8647780771,10677.532661411706,NY,Teacher,2022-04-21
POL8B8AFD38,33,F,Smoker,42603.145898440576,467934.84152181575,10668.9143866974,FL,Teacher,2022-03-22
POL94E61656,38,M,Non-Smoker,68621.63612982543,376144.58237677155,4658.174508153938,NY,Salesperson,2024-11-22
POL610B650C,26,F,Non-Smoker,58992.08347545373,404290.55159005616,3007.921703830018,OH,Nurse,2024-04-01
POLD3A1FC16,54,F,Non-Smoker,90648.23864056011,695976.033023224,9855.020627608854,TX,Nurse,2022-02-25
POLD2722C17,45,M,Smoker,83241.60029258746,511880.0674795533,18427.68242926392,NC,Nurse,2022-03-14
POL987CC5D3,28,M,Non-Smoker,63797.57116786072,360256.522765898,3423.8779923670945,CA,Nurse,2022-09-11
POLF9C6F7D7,64,M,Non-Smoker,132273.01370030546,1457547.3308735208,28964.3805591186,MI,Salesperson,2022-08-31
POLA922CAF9,46,M,Non-Smoker,67483.57204054005,763446.7475909031,11213.505828615183,NY,Teacher,2022-02-17
POL86B8252A,28,M,Non-Smoker,40360.07750094374,519333.43251198414,4935.744942593897,FL,Accountant,2021-04-15
POL40E714BB,26,F,Non-Smoker,38701.66613095453,376527.4001381057,2801.363857027506,NC,Teacher,2022-10-03
POL56F3B91A,47,F,Non-Smoker,77427.47903517225,1089698.9819782123,13599.44329508809,FL,Salesperson,2025-05-10
POL624EC3C4,25,F,Non-Smoker,39087.26990303865,380307.93612758035,2738.2171401185783,FL,Accountant,2024-01-15
POLE519AAA5,69,M,Non-Smoker,113460.17931999048,1536405.1311708041,32743.86615551218,CA,Accountant,2025-03-02
POL2FC21229,67,F,Non-Smoker,172736.37999954383,1355821.7027186218,23428.59902297778,OH,Nurse,2023-09-24
POL39430242,66,M,Non-Smoker,81013.14438137424,475622.3108168631,9725.525011583217,NC,Teacher,2022-02-26
POL79397F72,45,F,Non-Smoker,91733.72953782833,924136.5431951877,11089.638518342255,NC,Nurse,2023-05-24
POL7CBE52EA,35,F,Smoker,94152.89214302716,626308.7475359339,15031.409940862413,GA,Salesperson,2020-08-26
POLB4CD9C40,36,M,Non-Smoker,73063.09873351791,855527.2436682398,10102.065693234576,CA,Nurse,2022-02-01
POLA58AE040,63,F,Non-Smoker,104481.52428219901,524605.748829665,8561.565820900134,OH,Teacher,2022-10-20
POL2E93F6C4,44,M,Non-Smoker,85062.62673505736,522699.32590107113,7376.332887115915,CA,Salesperson,2023-07-21
POL28F394D4,61,F,Smoker,134165.0563609562,766092.7549464218,30337.273095878307,MI,Manager,2023-12-05
POLAE0D1952,65,M,Non-Smoker,73359.3539639246,857257.3442350647,17282.308059778905,NC,Engineer,2022-12-23
POLC930BA42,35,F,Non-Smoker,53263.659649340574,327964.38315434096,3148.4580782816734,OH,Salesperson,2022-11-11
POL56BF3547,44,M,Non-Smoker,75153.22602240615,932637.4439145357,13161.379608521927,IL,Manager,2021-09-20
POL96F598D2,54,F,Smoker,84156.84492662754,669081.1754440705,23685.4736107201,CA,Nurse,2023-01-07
POL6A0C7B08,50,M,Non-Smoker,79855.29619873784,1044525.3454583982,16545.281472061026,NC,Teacher,2025-02-27
POL1E272E01,52,F,Non-Smoker,77777.96800389791,449256.9335650487,6145.834851169866,NC,Nurse,2024-08-19
POLB6614D53,54,F,Non-Smoker,117652.23128470336,1527573.4411817712,21630.43992713388,FL,Manager,2021-07-02
POLF0AF9457,68,F,Non-Smoker,49247.513443708776,532955.9732165841,9337.388650754554,MI,Manager,2021-01-27
POL383ABBD8,60,M,Non-Smoker,69040.63251591024,708227.5066900399,13258.018925237548,TX,Salesperson,2023-03-25
POL3B2D459D,31,M,Smoker,68379.82522569117,447518.43132380897,11599.67773991313,MI,Salesperson,2023-10-26
POL34985E07,52,F,Smoker,107398.84374817248,951418.9731692253,32538.528882387505,CA,Teacher,2022-04-30
POL543C80D1,29,F,Non-Smoker,48824.11929471195,517383.5504599536,4221.849771753222,NY,Teacher,2024-09-29
POL087C4B9C,29,M,Non-Smoker,63694.34251913557,941053.412589008,9214.795016071566,FL,Manager,2024-05-29
POLEB93329E,28,M,Smoker,26482.212569737505,215355.01068701805,5116.835053923548,PA,Accountant,2024-01-07
POL99B86F01,61,F,Non-Smoker,55001.43510762626,478730.83358494734,7583.096403985565,PA,Manager,2021-10-10
POL3ACF9DD0,30,M,Non-Smoker,47256.40298904301,397136.7166544582,4003.138103876938,NY,Nurse,2021-08-24
POL7B948663,65,M,Non-Smoker,54421.9816941306,566916.4023166499,11429.034670703664,IL,Nurse,2020-10-09
POL7A0DB3AD,47,M,Non-Smoker,54514.54307935503,378671.0106999462,5670.977056242394,CA,Nurse,2021-11-16
POL4B296837,68,F,Non-Smoker,65406.93981835161,870362.6332455861,15248.753334462668,NY,Manager,2023-01-11
POLA455A521,52,M,Non-Smoker,72681.05159326136,932053.3233608485,15300.587356291688,FL,Salesperson,2024-11-25
POLB16178E8,64,F,Non-Smoker,100694.9350856168,1301503.5766047721,21552.899228575025,FL,Nurse,2021-01-06
POL50B2FAD0,45,M,Smoker,85970.69266580112,1209558.4781669849,43544.10521401146,PA,Engineer,2022-09-22
POLAA594F3D,69,M,Non-Smoker,106792.0068387537,574521.3078597344,12244.19811310666,IL,Manager,2023-10-20
POL6E969EAA,52,M,Smoker,76260.69539944225,407583.8730781221,16727.24215112613,IL,Teacher,2021-08-16
POL97DF3555,43,M,Non-Smoker,135349.15817359148,803530.6237342319,11108.007342502022,NY,Accountant,2024-02-19
POL069AA754,60,M,Non-Smoker,102985.42321489878,913007.4929232039,17091.500267522377,NC,Manager,2023-02-15
POL0AE138C5,41,F,Non-Smoker,60334.7015610471,893399.66384807,9863.132288882693,TX,Salesperson,2021-11-14
POLD0731477,28,M,Non-Smoker,47256.05576183931,264384.1965555594,2512.7074040640364,CA,Teacher,2023-12-07
POL2E415532,57,M,Non-Smoker,84803.13316484018,476981.6621125368,8516.984558681457,IL,Manager,2020-09-05
POL6BA90675,29,M,Non-Smoker,54785.89239311459,284402.3848896296,2784.8681528392535,IL,Nurse,2024-05-29
POL27DDE9C9,67,F,Non-Smoker,90113.6917614855,925671.4342952573,15995.602384622045,PA,Salesperson,2024-07-02
POLB0DD8DA0,65,F,Non-Smoker,113135.7890288516,898998.9238325632,15103.181920387064,OH,Manager,2021-03-08
POLA1275C47,60,M,Non-Smoker,99144.35134285972,1229862.0145883132,23023.016913093223,PA,Nurse,2022-10-11
POL97D7F01A,32,F,Non-Smoker,107142.75723258164,1442057.3406551804,12805.469185018002,TX,Teacher,2021-07-13
POL593F2581,38,F,Non-Smoker,92756.63800341818,841401.4824237742,8683.263298613349,IL,Manager,2025-06-11
POL3730DC90,32,M,Smoker,42495.73480862783,245141.77772090546,6530.576958484921,OH,Engineer,2023-03-30
POL1532875A,40,F,Non-Smoker,79955.97940172128,515873.190942683,5571.430462180978,MI,Nurse,2020-11-25
POL256F4941,55,F,Non-Smoker,110446.0330005343,1578525.6877671315,22730.769903846693,OH,Manager,2021-11-24
POL49FA90C9,53,F,Non-Smoker,70363.85303354992,944445.2697285757,13146.678154621774,CA,Teacher,2024-11-22
POLE2151DDE,37,F,Non-Smoker,112807.82331494417,702703.2583554859,7083.248844223298,CA,Accountant,2022-12-07
POLD2613450,34,F,Non-Smoker,50645.07519075351,534132.0069171811,4999.475584744815,NY,Engineer,2024-08-29
POL59AC3C0F,52,F,Non-Smoker,61392.711230323424,652781.9029244685,8930.05643200673,NY,Nurse,2023-12-28
POL3FD01849,47,M,Non-Smoker,55291.17773648423,498419.90598598553,7464.336512046119,TX,Engineer,2025-08-04
POLF7997D3B,58,F,Non-Smoker,69796.09595596207,420694.74865457794,6360.904599657218,CA,Engineer,2023-08-18
POL11220E91,50,M,Non-Smoker,53578.09219394392,585868.8102148974,9280.161953803972,CA,Engineer,2025-05-27
POLE255C30C,65,F,Non-Smoker,89848.19298546991,1227818.6678809638,20627.353620400194,NY,Salesperson,2025-02-09
POL8D5259C6,39,F,Non-Smoker,54685.49989039427,504410.58686811227,5326.575797327266,IL,Salesperson,2023-09-19
POLE677B172,61,M,Smoker,87021.55592163831,1244557.0264640332,59141.34989757085,NC,Engineer,2024-04-01
POL385C0E32,47,M,Non-Smoker,63499.15506233023,873438.0066484063,13080.607587566532,PA,Teacher,2023-03-06
POL4A9891C2,68,F,Smoker,95771.17837176613,736449.7451610761,32256.498838055137,NY,Manager,2024-10-21
POL16C68ACD,36,M,Non-Smoker,78634.72123175506,475589.1358980128,5615.756516683735,IL,Salesperson,2023-05-23
POL61C94296,65,F,Non-Smoker,92674.10832916663,1177684.6067959215,19785.10139417148,NC,Salesperson,2025-02-20
POL6A8CA7C2,65,M,Non-Smoker,66188.100859256,696344.7321861115,14038.30980087201,NY,Engineer,2024-05-15
POLE84428BC,33,F,Non-Smoker,102434.30330928088,733163.978215516,6686.455481325505,OH,Nurse,2023-01-10
POLF62D45EE,58,M,Non-Smoker,83089.80165217494,1188854.9453651162,21570.584128704668,NY,Engineer,2021-12-12
POLA731CE51,52,M,Non-Smoker,88600.7979188041,857792.2942766591,14081.518302845636,CA,Salesperson,2021-11-20
POL8C47943C,67,M,Non-Smoker,76759.48061443238,428388.4837678234,8883.063599409585,IL,Accountant,2023-11-04
POL80D3870B,68,F,Smoker,61432.62555482006,866856.5524923436,37968.31699916465,TX,Accountant,2024-06-25
POL65F38DF7,60,M,Non-Smoker,107685.59693072514,572264.760714547,10712.79632057632,FL,Accountant,2023-04-05
POL4C65F5DE,36,M,Non-Smoker,74567.89104557852,1091300.5193979256,12886.076533050704,MI,Accountant,2023-10-15
POLEF371375,44,M,Non-Smoker,69312.19500232967,531799.6389230393,7504.756504481929,CA,Salesperson,2022-01-09
POLAC394BF0,36,F,Smoker,69838.09092162213,534668.4349619618,13152.843500064262,PA,Teacher,2021-01-14
POL1EE429A7,31,M,Non-Smoker,79452.43516489418,692618.0980923577,7181.064441021565,PA,Salesperson,2022-01-30
POLACE29663,31,M,Non-Smoker,87658.4111023302,1165649.2226689174,12085.451140631336,OH,Teacher,2022-01-04
POLB03E564F,32,F,Non-Smoker,134366.21607367645,876508.161992144,7783.392478490238,GA,Manager,2022-04-02
POLA37F94F7,65,M,Non-Smoker,70574.64896994796,395017.9473181226,7963.561817933352,MI,Salesperson,2023-05-09
POL99E78C6E,64,F,Non-Smoker,175013.74814558402,2249258.390239137,37247.71894236011,NY,Engineer,2021-05-05
POL5532CBBA,39,M,Non-Smoker,61328.04868697316,751653.2461050798,9524.949934643571,OH,Engineer,2021-10-22
POL9FEE3927,50,M,Non-Smoker,102674.23532682881,836945.989218635,13257.224469223176,FL,Manager,2024-02-14
POL2CCF6C0D,32,M,Non-Smoker,120500.06827244094,915686.0187932918,9757.550216261317,CA,Salesperson,2024-03-08
